,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Presentations Text,Agenda Text,Agenda Packet Text,Minutes Text,Written Communications Text,YouTube Transcription Text,Video Text,Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Presentations URL,Agenda URL,Agenda Packet URL,Minutes URL,Written Communications URL,YouTube Transcription URL,Video URL,Audio URL
29,Parks and Recreation Commission,1/4/2018,,7:00 PM,"10350 Torre Avenue, Community HallThis meeting will be televised.",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23090&GUID=2EF4EA37-633F-439B-B4C7-FD12541BFAEF,,https://cupertino.legistar.com/View.ashx?M=IC&ID=575363&GUID=1C80DBC5-608C-42D9-A1CD-A1E91ECE3C2B,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=575363&GUID=1C80DBC5-608C-42D9-A1CD-A1E91ECE3C2B&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=575363&GUID=1C80DBC5-608C-42D9-A1CD-A1E91ECE3C2B,,https://cupertino.legistar.com/View.ashx?M=M&ID=575363&GUID=1C80DBC5-608C-42D9-A1CD-A1E91ECE3C2B,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
30,Design Review Committee,1/4/2018,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room Ccancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=583903&GUID=671B2D7E-C0D4-43B8-AA4C-1D8DC63375BD,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=583903&GUID=671B2D7E-C0D4-43B8-AA4C-1D8DC63375BD&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=583903&GUID=671B2D7E-C0D4-43B8-AA4C-1D8DC63375BD,,,,,,
31,Environmental Review Committee,1/4/2018,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=583904&GUID=62C40ABA-DD61-4945-B152-F18E20784DEB,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=583904&GUID=62C40ABA-DD61-4945-B152-F18E20784DEB&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=583904&GUID=62C40ABA-DD61-4945-B152-F18E20784DEB,,,,,,
32,Library Commission,1/3/2018,,7:00 PM,"Cupertino Library, 10800 Torre Avenue, Story Room",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23089&GUID=82144D6A-94F6-4207-B502-D8C42E4E1C41,,https://cupertino.legistar.com/View.ashx?M=IC&ID=575563&GUID=41CAEC8D-97AD-4B55-9EAD-FD0266BF27DC,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=575563&GUID=41CAEC8D-97AD-4B55-9EAD-FD0266BF27DC&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=575563&GUID=41CAEC8D-97AD-4B55-9EAD-FD0266BF27DC,,https://cupertino.legistar.com/View.ashx?M=M&ID=575563&GUID=41CAEC8D-97AD-4B55-9EAD-FD0266BF27DC,,,,
33,TICC,1/3/2018,,7:00 PM,"10300 Torre Avenue, City Hall Conference Room A",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23093&GUID=1A328291-57A3-49C3-BAC7-23F4880CAE43,,https://cupertino.legistar.com/View.ashx?M=IC&ID=583700&GUID=177F1D2D-D3F8-4D3D-A623-0EA42FE180EE,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=583700&GUID=177F1D2D-D3F8-4D3D-A623-0EA42FE180EE&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=583700&GUID=177F1D2D-D3F8-4D3D-A623-0EA42FE180EE,,https://cupertino.legistar.com/View.ashx?M=M&ID=583700&GUID=177F1D2D-D3F8-4D3D-A623-0EA42FE180EE,,,,
34,City Council,1/2/2018,,6:45 PM,"10350 Torre Avenue, Council ChamberCancelled and Adjourned",Meeting details,Not available,Cancellation and Adjournment Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=564509&GUID=DF5D427E-90D1-411D-97F8-7C706AC59995,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=564509&GUID=DF5D427E-90D1-411D-97F8-7C706AC59995&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=564509&GUID=DF5D427E-90D1-411D-97F8-7C706AC59995,,,,,,
35,Administrative Hearing,12/28/2017,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550151&GUID=02706A86-7F62-473E-9752-744FA22AB33D,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550151&GUID=02706A86-7F62-473E-9752-744FA22AB33D&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550151&GUID=02706A86-7F62-473E-9752-744FA22AB33D,,,,,,
36,Teen Commission,12/27/2017,,6:00 PM,"Quinlan Community Center, 10185 N. Stelling Rd.CANCELLED",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=564902&GUID=E9732693-D9D7-410E-9932-4F8DC7CC501A,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=564902&GUID=E9732693-D9D7-410E-9932-4F8DC7CC501A&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=564902&GUID=E9732693-D9D7-410E-9932-4F8DC7CC501A,,,,,,
37,Planning Commission,12/26/2017,,6:45 PM,"10350 Torre Avenue, Council ChamberCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550145&GUID=473B1EAE-0D86-4039-BCC8-77ED5699410F,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550145&GUID=473B1EAE-0D86-4039-BCC8-77ED5699410F&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550145&GUID=473B1EAE-0D86-4039-BCC8-77ED5699410F,,,,,,
38,Design Review Committee,12/21/2017,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550147&GUID=0FB35F4A-AB5A-4A56-B561-03AB7D81B87E,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550147&GUID=0FB35F4A-AB5A-4A56-B561-03AB7D81B87E&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550147&GUID=0FB35F4A-AB5A-4A56-B561-03AB7D81B87E,,,,,,
39,Sustainability Commission,12/21/2017,,4:00 PM,"Environmental Education Center, 22221 McClellan Road",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=32905&GUID=FBC813D5-E483-4FB7-BFBC-0E1AB03F9AB9,,https://cupertino.legistar.com/View.ashx?M=IC&ID=525954&GUID=A7BB0FC3-E8FF-4748-9401-A0B53798146B,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=525954&GUID=A7BB0FC3-E8FF-4748-9401-A0B53798146B&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=525954&GUID=A7BB0FC3-E8FF-4748-9401-A0B53798146B,,https://cupertino.legistar.com/View.ashx?M=M&ID=525954&GUID=A7BB0FC3-E8FF-4748-9401-A0B53798146B,,,,
40,Environmental Review Committee,12/21/2017,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550149&GUID=E225EAAA-9070-4CA5-8602-A52E13657F70,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550149&GUID=E225EAAA-9070-4CA5-8602-A52E13657F70&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550149&GUID=E225EAAA-9070-4CA5-8602-A52E13657F70,,,,,,
41,Bicycle Pedestrian Commission,12/20/2017,,7:00 PM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22794&GUID=DA4EFDBB-359F-4536-B6AE-E3BED44110B2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=505391&GUID=659A311A-B59C-4FDC-AD6D-4EFA8BD05AB6,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=505391&GUID=659A311A-B59C-4FDC-AD6D-4EFA8BD05AB6&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=505391&GUID=659A311A-B59C-4FDC-AD6D-4EFA8BD05AB6,,,,,,
42,Teen Commission,12/20/2017,,6:00 PM,"Quinlan Community Center, 10185 N. Stelling Rd.Special Meeting",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=582381&GUID=F62B4F54-280F-4B00-8AAF-C34A743BA36E,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=582381&GUID=F62B4F54-280F-4B00-8AAF-C34A743BA36E&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=582381&GUID=F62B4F54-280F-4B00-8AAF-C34A743BA36E,,https://cupertino.legistar.com/View.ashx?M=M&ID=582381&GUID=F62B4F54-280F-4B00-8AAF-C34A743BA36E,,,,
43,City Council,12/19/2017,,6:45 PM,"10350 Torre Avenue, Council Chamber",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=508244&GUID=94DA4DB4-9D93-4777-9338-19D700D6A3ED,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=508244&GUID=94DA4DB4-9D93-4777-9338-19D700D6A3ED&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=508244&GUID=94DA4DB4-9D93-4777-9338-19D700D6A3ED,,https://cupertino.legistar.com/View.ashx?M=M&ID=508244&GUID=94DA4DB4-9D93-4777-9338-19D700D6A3ED,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
44,City Council,12/19/2017,,6:00 PM,"10300 Torre Avenue, City Hall Conference Room ANon-televised Special Meeting Closed Session (6:00)",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22534&GUID=759DE527-B7CF-4B4C-88AB-B83875AB732D,,https://cupertino.legistar.com/View.ashx?M=IC&ID=582955&GUID=821D202E-B312-4B99-9FC6-78ADA78121FA,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=582955&GUID=821D202E-B312-4B99-9FC6-78ADA78121FA&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=582955&GUID=821D202E-B312-4B99-9FC6-78ADA78121FA,,,,,,
45,Fine Arts Commission,12/14/2017,,6:30 PM,"10300 Torre Avenue, City Hall Conference Room CSpecial Meeting",Meeting details,Not available,Agenda,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23087&GUID=B9B4CED8-90A4-48B4-A310-82855DD76141,,https://cupertino.legistar.com/View.ashx?M=IC&ID=575960&GUID=339D4453-8540-4B7A-8192-D4EE6EE5FD4A,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=575960&GUID=339D4453-8540-4B7A-8192-D4EE6EE5FD4A&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=575960&GUID=339D4453-8540-4B7A-8192-D4EE6EE5FD4A,,,,,,
46,Public Safety Commission,12/14/2017,,6:00 PM,"10300 Torre Avenue, City Hall Conference Room A",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23091&GUID=54D4C363-B8EB-443D-BCEE-5E4FD02C8C11,,https://cupertino.legistar.com/View.ashx?M=IC&ID=505371&GUID=A967C8D3-4FA2-439D-BBE2-DDD43CBEC538,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=505371&GUID=A967C8D3-4FA2-439D-BBE2-DDD43CBEC538&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=505371&GUID=A967C8D3-4FA2-439D-BBE2-DDD43CBEC538,,https://cupertino.legistar.com/View.ashx?M=M&ID=505371&GUID=A967C8D3-4FA2-439D-BBE2-DDD43CBEC538,,,,
47,Administrative Hearing,12/14/2017,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room C",Meeting details,Not available,Agenda,Not available,Approved Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22535&GUID=583BF1FB-644B-4CB1-9972-D71D2380C28E,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550150&GUID=455B85F7-B734-4BEE-929A-AA10A97ED2D2,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550150&GUID=455B85F7-B734-4BEE-929A-AA10A97ED2D2&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550150&GUID=455B85F7-B734-4BEE-929A-AA10A97ED2D2,,https://cupertino.legistar.com/View.ashx?M=M&ID=550150&GUID=455B85F7-B734-4BEE-929A-AA10A97ED2D2,,,,
48,Housing Commission,12/14/2017,,9:00 AM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23088&GUID=E3F97C7E-3705-41B8-907A-ABEDC50EDFF1,,https://cupertino.legistar.com/View.ashx?M=IC&ID=533431&GUID=AC3AB5B3-54B5-4316-A82F-8749D875D159,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=533431&GUID=AC3AB5B3-54B5-4316-A82F-8749D875D159&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=533431&GUID=AC3AB5B3-54B5-4316-A82F-8749D875D159,,,,,,
49,Teen Commission,12/13/2017,,6:00 PM,"Quinlan Community Center, 10185 N. Stelling Rd.CANCELLED",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=564898&GUID=C1CE9985-8CAC-4A74-A7BF-301BB4FFB281,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=564898&GUID=C1CE9985-8CAC-4A74-A7BF-301BB4FFB281&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=564898&GUID=C1CE9985-8CAC-4A74-A7BF-301BB4FFB281,,,,,,
50,Planning Commission,12/12/2017,,6:45 PM,"10350 Torre Avenue, Council ChamberCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=22538&GUID=D3B7D79F-7049-469E-8B05-0E51C580B6E5,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550144&GUID=2B632F85-7896-4E8F-A747-900865EC9DE5,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550144&GUID=2B632F85-7896-4E8F-A747-900865EC9DE5&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550144&GUID=2B632F85-7896-4E8F-A747-900865EC9DE5,,,,,,
51,Sustainability Commission,12/8/2017,,10:15 AM,"22221 McClellan Rd, Cupertino & 301 Carl Rd, SunnyvaleSpecial Meeting",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=32905&GUID=FBC813D5-E483-4FB7-BFBC-0E1AB03F9AB9,,https://cupertino.legistar.com/View.ashx?M=IC&ID=577827&GUID=55E47F38-2DFA-4C33-A4AB-C6FD0901135D,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=577827&GUID=55E47F38-2DFA-4C33-A4AB-C6FD0901135D&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=577827&GUID=55E47F38-2DFA-4C33-A4AB-C6FD0901135D,,https://cupertino.legistar.com/View.ashx?M=M&ID=577827&GUID=55E47F38-2DFA-4C33-A4AB-C6FD0901135D,,,,
52,Parks and Recreation Commission,12/7/2017,,7:00 PM,"10350 Torre Avenue, Community HallThis meeting will be televised.",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Video,AudioDownload,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23090&GUID=2EF4EA37-633F-439B-B4C7-FD12541BFAEF,,https://cupertino.legistar.com/View.ashx?M=IC&ID=556084&GUID=A3996A12-C106-4284-9DCB-FAD98E9FD3A4,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=556084&GUID=A3996A12-C106-4284-9DCB-FAD98E9FD3A4&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=556084&GUID=A3996A12-C106-4284-9DCB-FAD98E9FD3A4,,https://cupertino.legistar.com/View.ashx?M=M&ID=556084&GUID=A3996A12-C106-4284-9DCB-FAD98E9FD3A4,,,https://cupertino.legistar.com/#,https://cupertino.legistar.com/#
53,Design Review Committee,12/7/2017,,5:00 PM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23085&GUID=2B447559-086A-4000-9EEA-4BD3D28DF058,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550146&GUID=90A49C03-AF12-4B13-B10C-1510C1566D05,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550146&GUID=90A49C03-AF12-4B13-B10C-1510C1566D05&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550146&GUID=90A49C03-AF12-4B13-B10C-1510C1566D05,,,,,,
54,Environmental Review Committee,12/7/2017,,9:30 AM,"10300 Torre Avenue, City Hall Conference Room CCancelled",Meeting details,Not available,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23086&GUID=E2468B1F-ED78-49B3-B707-3A87188587B6,,https://cupertino.legistar.com/View.ashx?M=IC&ID=550148&GUID=85CBF996-10EB-4812-AB11-C2E9917414DC,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=550148&GUID=85CBF996-10EB-4812-AB11-C2E9917414DC&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=550148&GUID=85CBF996-10EB-4812-AB11-C2E9917414DC,,,,,,
55,Library Commission,12/6/2017,,7:00 PM,"Cupertino Library, 10800 Torre Avenue, Story Room",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23089&GUID=82144D6A-94F6-4207-B502-D8C42E4E1C41,,https://cupertino.legistar.com/View.ashx?M=IC&ID=556083&GUID=613E9FAF-FC10-47A7-8B38-E6E73F9943F6,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=556083&GUID=613E9FAF-FC10-47A7-8B38-E6E73F9943F6&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=556083&GUID=613E9FAF-FC10-47A7-8B38-E6E73F9943F6,,https://cupertino.legistar.com/View.ashx?M=M&ID=556083&GUID=613E9FAF-FC10-47A7-8B38-E6E73F9943F6,,,,
56,TICC,12/6/2017,,7:00 PM,"10300 Torre Avenue, City Hall Conference Room A",Meeting details,Not available,Agenda,Not available,TICC Minutes 12-6-17 Meeting,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23093&GUID=1A328291-57A3-49C3-BAC7-23F4880CAE43,,https://cupertino.legistar.com/View.ashx?M=IC&ID=578585&GUID=DF6DC13B-9AD3-434E-97C0-E14073D4BDD3,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=578585&GUID=DF6DC13B-9AD3-434E-97C0-E14073D4BDD3&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=578585&GUID=DF6DC13B-9AD3-434E-97C0-E14073D4BDD3,,https://cupertino.legistar.com/View.ashx?M=M&ID=578585&GUID=DF6DC13B-9AD3-434E-97C0-E14073D4BDD3,,,,
57,Teen Commission,12/6/2017,,6:00 PM,"Quinlan Community Center, 10185 N. Stelling Rd.SPECIAL MEETING",Meeting details,Not available,Agenda,Not available,Minutes,Not available,Not available,Not available,Not available,https://cupertino.legistar.com/DepartmentDetail.aspx?ID=23092&GUID=E565B595-5FED-4380-9467-E8B37961AFC2,,https://cupertino.legistar.com/View.ashx?M=IC&ID=579029&GUID=28AD2179-F012-4D84-A187-2DF9A9EEE142,,,https://cupertino.legistar.com/MeetingDetail.aspx?ID=579029&GUID=28AD2179-F012-4D84-A187-2DF9A9EEE142&Options=info&Search=,,https://cupertino.legistar.com/View.ashx?M=A&ID=579029&GUID=28AD2179-F012-4D84-A187-2DF9A9EEE142,,https://cupertino.legistar.com/View.ashx?M=M&ID=579029&GUID=28AD2179-F012-4D84-A187-2DF9A9EEE142,,,,
