,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Video Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Video URL
43,Community Meeting Joint Special Meeting of the City Council and Planning Commission,9/4/2019,,7:00 PM,"Morelos Hall
209 Miller Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=40782&GUID=A2F8F37E-3309-47E3-BF69-4018F0055E34,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=716327&GUID=2D5DFFEB-1E05-43FC-B713-B5D3577B2065,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=716327&GUID=2D5DFFEB-1E05-43FC-B713-B5D3577B2065&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=716327&GUID=2D5DFFEB-1E05-43FC-B713-B5D3577B2065,
44,Community Meeting Joint Special Meeting of the City Council and Planning Commission,9/4/2019,,12:00 PM,"Best Western Grosvenor
380 South Airport Boulevard, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=40782&GUID=A2F8F37E-3309-47E3-BF69-4018F0055E34,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=716322&GUID=64F815B4-4071-495E-9802-854051A6D662,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=716322&GUID=64F815B4-4071-495E-9802-854051A6D662&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=716322&GUID=64F815B4-4071-495E-9802-854051A6D662,
45,Community Meeting Joint Special Meeting of the City Council and Planning Commission,9/3/2019,,7:00 PM,"Municipal Services Building
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=40782&GUID=A2F8F37E-3309-47E3-BF69-4018F0055E34,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=716321&GUID=D7DE526A-02AD-411E-AE66-8ED0EDC44404,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=716321&GUID=D7DE526A-02AD-411E-AE66-8ED0EDC44404&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=716321&GUID=D7DE526A-02AD-411E-AE66-8ED0EDC44404,
46,Community Meeting Joint Special Meeting of the City Council and Planning Commission,8/29/2019,,7:00 PM,"Ponderosa Elementary School
295 Ponderosa Road, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=40782&GUID=A2F8F37E-3309-47E3-BF69-4018F0055E34,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=716320&GUID=8D19C5C7-375E-4949-97C9-46807EC7D75F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=716320&GUID=8D19C5C7-375E-4949-97C9-46807EC7D75F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=716320&GUID=8D19C5C7-375E-4949-97C9-46807EC7D75F,
47,City Council,8/28/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=693476&GUID=CA887066-8267-4820-87D2-0536968EA3BB,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=693476&GUID=CA887066-8267-4820-87D2-0536968EA3BB&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=693476&GUID=CA887066-8267-4820-87D2-0536968EA3BB,https://ci-ssf-ca.legistar.com/#
48,Successor Agency to the Redevelopment Agency,8/28/2019,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=716506&GUID=985F67C7-B073-438D-B86A-7822B1A6C42B,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=716506&GUID=985F67C7-B073-438D-B86A-7822B1A6C42B&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=716506&GUID=985F67C7-B073-438D-B86A-7822B1A6C42B,
49,Joint Special Meeting City Council and Successor Agency,8/28/2019,,6:01 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33115&GUID=D910DD47-1BE7-4A30-BB44-BB79B01AC673,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=688740&GUID=1214329C-6226-4E03-83AF-AF5E3F1413F8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=688740&GUID=1214329C-6226-4E03-83AF-AF5E3F1413F8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=688740&GUID=1214329C-6226-4E03-83AF-AF5E3F1413F8,
50,Special City Council,8/28/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=716036&GUID=D76FEF84-0CF8-48B2-A126-7A1F6530BD03,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=716036&GUID=D76FEF84-0CF8-48B2-A126-7A1F6530BD03&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=716036&GUID=D76FEF84-0CF8-48B2-A126-7A1F6530BD03,
51,Special City Council,8/27/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CAMAYOR TOWN HALL",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=714780&GUID=C3A77EDB-394A-4ECE-95F9-B062F8DE24A9,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=714780&GUID=C3A77EDB-394A-4ECE-95F9-B062F8DE24A9&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=714780&GUID=C3A77EDB-394A-4ECE-95F9-B062F8DE24A9,
52,Community Meeting Joint Special Meeting of the City Council and Planning Commission,8/26/2019,,7:00 PM,"Westborough Recreation Center
2380 Galway Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=40782&GUID=A2F8F37E-3309-47E3-BF69-4018F0055E34,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=716348&GUID=33D549D8-1800-40D7-A1E5-7722A5B22596,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=716348&GUID=33D549D8-1800-40D7-A1E5-7722A5B22596&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=716348&GUID=33D549D8-1800-40D7-A1E5-7722A5B22596,
53,Housing Standing Committee of the City Council and Planning Commission,8/19/2019,,5:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=706231&GUID=7B7022F2-543E-47F4-81F1-ACD80A49734E,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=706231&GUID=7B7022F2-543E-47F4-81F1-ACD80A49734E&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=706231&GUID=7B7022F2-543E-47F4-81F1-ACD80A49734E,
54,Planning Commission,8/15/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CACANCELLED",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=693641&GUID=0A36FD26-3226-4AFF-A8C1-049E1A599CEC,,,,,
55,City Council,8/14/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=688731&GUID=445DD5F4-3E9B-493C-B3BF-BB0EABD552F7,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=688731&GUID=445DD5F4-3E9B-493C-B3BF-BB0EABD552F7&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=688731&GUID=445DD5F4-3E9B-493C-B3BF-BB0EABD552F7,https://ci-ssf-ca.legistar.com/#
56,Special City Council,8/14/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=713243&GUID=253DBFE2-DF2F-4790-892F-3DFC2C382FA5,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=713243&GUID=253DBFE2-DF2F-4790-892F-3DFC2C382FA5&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=713243&GUID=253DBFE2-DF2F-4790-892F-3DFC2C382FA5,https://ci-ssf-ca.legistar.com/#
57,General Plan Update Community Advisory Committee,8/13/2019,,7:00 PM,"Municipal Services Building, Police Training Room
33 Arroyo Drive, South San Francisco, CACANCELLED",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=40132&GUID=ABE0F824-7416-4842-8488-AA5964E81FAA,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=709725&GUID=AE262CB8-6DE2-47A3-A8B8-1A9AA07841F7,,,,,
58,Parking Place Commission,8/13/2019,,5:00 PM,"Maintenance Corporation Yard Conference Room
550 North Canal Street, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=706159&GUID=4EDCED52-BE9C-4B9F-A592-4F9A16DB24E8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=706159&GUID=4EDCED52-BE9C-4B9F-A592-4F9A16DB24E8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=706159&GUID=4EDCED52-BE9C-4B9F-A592-4F9A16DB24E8,
59,Measure W Citizens' Oversight Committee,8/7/2019,,6:30 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32886&GUID=A2D91238-E1E8-48B7-A7EC-F23077B8F727,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=688283&GUID=8213F800-25BA-4300-AB07-D93224C65034,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=688283&GUID=8213F800-25BA-4300-AB07-D93224C65034&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=688283&GUID=8213F800-25BA-4300-AB07-D93224C65034,
60,Planning Commission,8/1/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=693640&GUID=2F6ECFF0-C34B-4340-808B-5DAE6A0E32C9,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=693640&GUID=2F6ECFF0-C34B-4340-808B-5DAE6A0E32C9&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=693640&GUID=2F6ECFF0-C34B-4340-808B-5DAE6A0E32C9,
61,Zoning Administrator,7/30/2019,,3:00 PM,"Annex Conference Room, 
315 Maple Avenue, South San Francisco",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=35364&GUID=D384C408-861A-4F33-ADD9-715D22F27FDC,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=712258&GUID=16F15680-445A-487A-9F80-FCBE4F3CE71F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=712258&GUID=16F15680-445A-487A-9F80-FCBE4F3CE71F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=712258&GUID=16F15680-445A-487A-9F80-FCBE4F3CE71F,
62,City Council,7/24/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=688730&GUID=867229BD-0623-422D-8E89-F197B645EDB5,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=688730&GUID=867229BD-0623-422D-8E89-F197B645EDB5&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=688730&GUID=867229BD-0623-422D-8E89-F197B645EDB5,https://ci-ssf-ca.legistar.com/#
63,Special City Council,7/24/2019,,6:31 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=711933&GUID=BB69D041-D69D-48E7-9CC1-7AB4D13719AF,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=711933&GUID=BB69D041-D69D-48E7-9CC1-7AB4D13719AF&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=711933&GUID=BB69D041-D69D-48E7-9CC1-7AB4D13719AF,https://ci-ssf-ca.legistar.com/#
64,Successor Agency to the Redevelopment Agency,7/24/2019,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=706569&GUID=F9D87AD5-AD39-42B5-8E78-3064800C77E3,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=706569&GUID=F9D87AD5-AD39-42B5-8E78-3064800C77E3&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=706569&GUID=F9D87AD5-AD39-42B5-8E78-3064800C77E3,
65,Special City Council,7/24/2019,,4:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=711704&GUID=CAD515C8-7138-4ABA-988C-810A6C578153,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=711704&GUID=CAD515C8-7138-4ABA-988C-810A6C578153&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=711704&GUID=CAD515C8-7138-4ABA-988C-810A6C578153,
66,Special Parking Place Commission,7/23/2019,,5:00 PM,"Corporation Yard Conference Room
550 North Canal Street, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=38846&GUID=34F83CF5-212F-40ED-A0FE-5E234960CEB9,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=712085&GUID=A2D5511D-022F-4BB0-9F0C-77F670079211,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=712085&GUID=A2D5511D-022F-4BB0-9F0C-77F670079211&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=712085&GUID=A2D5511D-022F-4BB0-9F0C-77F670079211,
67,Special City Council,7/22/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=694303&GUID=FAE2AF41-A981-47A9-914F-EC6D3392F7A8,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=694303&GUID=FAE2AF41-A981-47A9-914F-EC6D3392F7A8&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=694303&GUID=FAE2AF41-A981-47A9-914F-EC6D3392F7A8,
68,Planning Commission,7/18/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=693639&GUID=21101DE5-9C39-4C6A-8CC3-F2411FC97F6A,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=693639&GUID=21101DE5-9C39-4C6A-8CC3-F2411FC97F6A&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=693639&GUID=21101DE5-9C39-4C6A-8CC3-F2411FC97F6A,
69,Zoning Administrator,7/17/2019,,4:00 PM,"Annex Conference Room, 
315 Maple Avenue, South San Francisco",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=35364&GUID=D384C408-861A-4F33-ADD9-715D22F27FDC,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=711250&GUID=9F7B5DFE-1DDA-4AE4-960C-00E439435DBF,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=711250&GUID=9F7B5DFE-1DDA-4AE4-960C-00E439435DBF&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=711250&GUID=9F7B5DFE-1DDA-4AE4-960C-00E439435DBF,
70,Housing Standing Committee of the City Council and Planning Commission,7/15/2019,,5:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CACANCELLED. NEXT MTG ON 8/19/19.",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32885&GUID=3AFE0044-8905-46F5-BFED-8303508C5233,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=705954&GUID=F288430E-C663-4396-9880-F5E7232D087F,,,,,
71,City Council,7/10/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=688729&GUID=62913D03-0578-4851-B74F-E76BE0643C8B,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=688729&GUID=62913D03-0578-4851-B74F-E76BE0643C8B&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=688729&GUID=62913D03-0578-4851-B74F-E76BE0643C8B,https://ci-ssf-ca.legistar.com/#
72,Special City Council,7/10/2019,,6:01 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=710093&GUID=1371EA25-56D6-400B-8EC2-6C33E7BD7085,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=710093&GUID=1371EA25-56D6-400B-8EC2-6C33E7BD7085&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=710093&GUID=1371EA25-56D6-400B-8EC2-6C33E7BD7085,https://ci-ssf-ca.legistar.com/#
73,Joint Special Meeting City Council and Successor Agency,7/10/2019,,6:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Video,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33115&GUID=D910DD47-1BE7-4A30-BB44-BB79B01AC673,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=709939&GUID=0A569648-81F5-4ED0-B6AE-68AE8730D8CD,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=709939&GUID=0A569648-81F5-4ED0-B6AE-68AE8730D8CD&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=709939&GUID=0A569648-81F5-4ED0-B6AE-68AE8730D8CD,https://ci-ssf-ca.legistar.com/#
74,General Plan Update Community Advisory Committee,7/9/2019,,7:00 PM,"Municipal Services Building, Police Training Room
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=40132&GUID=ABE0F824-7416-4842-8488-AA5964E81FAA,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=709795&GUID=0E50A394-E9C4-442C-AA6F-0DE255258B4F,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=709795&GUID=0E50A394-E9C4-442C-AA6F-0DE255258B4F&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=709795&GUID=0E50A394-E9C4-442C-AA6F-0DE255258B4F,
75,Special City Council,7/9/2019,,6:00 PM,"City Hall, City Manager's Conference Room
400 Grand Avenue, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=33087&GUID=E15F4366-2ACB-4FF2-98D1-660D3059F53A,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=710094&GUID=A0F5918E-6C6B-48C5-AC64-F167AF25F086,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=710094&GUID=A0F5918E-6C6B-48C5-AC64-F167AF25F086&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=710094&GUID=A0F5918E-6C6B-48C5-AC64-F167AF25F086,
76,Parking Place Commission,7/9/2019,,5:00 PM,"Maintenance Corporation Yard Conference Room
550 North Canal Street, South San Francisco, CACANCELLED",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32896&GUID=7F326DD8-823F-4DDC-AC7C-E9F7DE6CC797,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=706148&GUID=FF7FE9AF-84AD-4EE8-BDC2-6D680DF82F2D,,,,,
77,Planning Commission,7/4/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CACANCELLED",Meeting details,Not available,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32898&GUID=00089F17-549D-4750-BEAB-D874B7DB6D86,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=693638&GUID=8F1B9765-74F6-4B11-8373-8728809529CA,,,,,
78,City Council,6/26/2019,,7:00 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32599&GUID=49FB66DF-7416-497B-AD48-CFD01E4669A6,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=691489&GUID=11AE67A7-AAD3-4651-A346-FD55BF10C637,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=691489&GUID=11AE67A7-AAD3-4651-A346-FD55BF10C637&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=691489&GUID=11AE67A7-AAD3-4651-A346-FD55BF10C637,
79,Successor Agency to the Redevelopment Agency,6/26/2019,,6:30 PM,"Municipal Services Building, Council Chambers
33 Arroyo Drive, South San Francisco, CA",Meeting details,Agenda,Not available,https://ci-ssf-ca.legistar.com/DepartmentDetail.aspx?ID=32814&GUID=BBE8CEFA-3AE9-47A2-8845-BE6A5AF1ABC0,,https://ci-ssf-ca.legistar.com/View.ashx?M=IC&ID=706566&GUID=881373A0-368F-41E1-B1C0-981B013F3D87,,,https://ci-ssf-ca.legistar.com/MeetingDetail.aspx?ID=706566&GUID=881373A0-368F-41E1-B1C0-981B013F3D87&Options=info&Search=,https://ci-ssf-ca.legistar.com/View.ashx?M=A&ID=706566&GUID=881373A0-368F-41E1-B1C0-981B013F3D87,
