,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video URL,eComment URL
79,City Council,1/14/2020,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=712154&GUID=9D8393A6-BD98-41F2-AD79-9B2DDD98BD38,,,,,,,
80,Neighborhood Services and Education Committee (NSE),1/9/2020,,1:30 PM,Wing Rooms 118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=712272&GUID=010E583B-0ADA-42A3-9EA3-A3DA91D47B7B,,,,,,,
81,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,1/8/2020,,2:00 PM,Wing Rooms W118-W120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=712200&GUID=4CF017D9-9627-4BA5-B62C-4108F0A2C911,,,,,,,
82,City Council,1/7/2020,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=712153&GUID=35CBB2DB-8704-4430-AB75-844DC5D59ECE,,,,,,,
83,Transportation and Environment Committee (T&E),1/6/2020,,1:30 PM,Wing W118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=712230&GUID=6A3D5F27-F167-404A-B99C-6E3384EFBB8A,,,,,,,
84,Smart Cities and Service Improvements Committee,1/2/2020,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=712261&GUID=EF554D57-126F-4EC8-8647-CC06F30A5425,,,,,,,
85,City Council,12/31/2019,,1:01 PM,Council ChambersCANCELLED,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709111&GUID=6D5F7C35-B328-45B3-B53A-E5E599F65FA3,,,,,,,
86,City Council,12/24/2019,,1:30 PM,Council ChambersCANCELLED,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709110&GUID=CFD52400-D096-40BB-A484-478A8C596CDE,,,,,,,
87,Community & Economic Development Committee (CED),12/23/2019,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=711314&GUID=875C0C9B-BFC6-4F62-AFF9-0C85860F063A,,,,,,,
88,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,12/18/2019,,10:00 AM,"City Hall, Tower, 17th FloorRules-in-lieu",Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709150&GUID=53F142E1-1ED9-446C-9B22-6DEBFBC0157A,,,,,,,
89,City Council,12/17/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709109&GUID=55474DC1-C822-4B08-9513-BA7E155877E4,,,,,,,
90,City Council,12/13/2019,,1:30 PM,Council ChambersStudy Session: TBD,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=714758&GUID=5162682F-2453-4896-B033-D61D7A4C0866,,,,,,,
91,Neighborhood Services and Education Committee (NSE),12/12/2019,,1:30 PM,Wing Rooms 118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=711319&GUID=9F97BBA8-C1EA-49E5-8B13-7DDE3710EFED,,,,,,,
92,"Public Safety, Finance and Strategic Support Committee (PSFSS)",12/12/2019,,9:30 AM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=709903&GUID=70DD6972-7D12-40B0-9164-EFFE39609C56,,,,,,,
93,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,12/11/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709149&GUID=13885534-3BF1-4198-A558-15BFA1FBBD7F,,,,,,,
94,City Council,12/10/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709108&GUID=DE616221-5B00-408B-A3DB-8AB032EC6F09,,,,,,,
95,VEBA Advisory Committee,12/9/2019,,1:00 PM,City Hall Tower Room T-644,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39454&GUID=F34310B9-76B1-4C87-8155-2C8F927722E1,,View.ashx?M=IC&ID=695335&GUID=36305F86-8246-4842-B05C-A91160CDBF9E,,,MeetingDetail.aspx?ID=695335&GUID=36305F86-8246-4842-B05C-A91160CDBF9E&Options=info&Search=,,,,
96,Smart Cities and Service Improvements Committee,12/5/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=711308&GUID=9DC4B20C-12D5-400A-B595-E948A2366C54,,,,,,,
97,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,12/4/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709148&GUID=87E397BC-2E21-4D8F-AAA3-E10B19F3DF4B,,,,,,,
98,City Council,12/3/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709107&GUID=4E286C9D-57AA-4735-9CE9-9A80DC6C2D69,,,,,,,
99,Transportation and Environment Committee (T&E),12/2/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=709898&GUID=E4D32693-2181-439F-B4BC-894990D0F9F8,,,,,,,
0,City Council,11/26/2019,,1:30 PM,Council ChambersCANCELLED,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709105&GUID=D7C74F33-FCC5-4FFF-A15C-D4262F32AB50,,,,,,,
1,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,11/26/2019,,10:00 AM,"City Hall, Tower, 17th FloorRules-in-lieu",Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709147&GUID=7B170B83-6B35-4A13-A17B-5D3FFF88D743,,,,,,,
2,Community & Economic Development Committee (CED),11/25/2019,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=711313&GUID=5222D1B5-AD06-4681-BA06-458090FF77B9,,,,,,,
3,"Public Safety, Finance and Strategic Support Committee (PSFSS)",11/21/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=709902&GUID=F551EB8C-DDEB-41E5-B469-72B116320412,,,,,,,
4,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,11/20/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709146&GUID=48E96D71-4B03-4163-A067-97818AC6B273,,,,,,,
5,City Council,11/19/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709104&GUID=65470A3D-D5AC-4856-8876-28A826E9757E,,,,,,,
6,Neighborhood Services and Education Committee (NSE),11/14/2019,,1:30 PM,Wing Rooms 118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21678&GUID=9BE13212-2A5F-4E35-9334-75E444952FA6,,View.ashx?M=IC&ID=711318&GUID=F935CA83-FB3B-4061-8D2D-281BE075A983,,,,,,,
7,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,11/13/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709145&GUID=68FC9D0A-6F3B-4961-9608-D9DC81535528,,,,,,,
8,City Council,11/12/2019,,1:30 PM,Council ChambersCANCELLED,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709103&GUID=6B36216D-F627-4305-A00E-3816918A6527,,,,,,,
9,City Council,11/12/2019,,9:00 AM,Council ChambersStudy Session: Sexual Assaults,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=722388&GUID=CAB07719-5F31-4769-A0AF-6020346BBC57,,,,,,,
10,Smart Cities and Service Improvements Committee,11/7/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=30888&GUID=A22EB8DC-1A6B-4E86-AFA5-0A8150476A33,,View.ashx?M=IC&ID=711307&GUID=54F0FC62-8E13-4E78-8BAA-69633C5C3965,,,,,,,
11,Parks and Recreation Commission,11/6/2019,,5:30 PM,City Hall Wing Room W118 - W119,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33275&GUID=80B66436-0D8A-4E82-AF54-98DA54B0F637,,View.ashx?M=IC&ID=734736&GUID=EE36CD9B-1B54-4C52-9941-5AF7CD9B715C,,,MeetingDetail.aspx?ID=734736&GUID=EE36CD9B-1B54-4C52-9941-5AF7CD9B715C&Options=info&Search=,View.ashx?M=A&ID=734736&GUID=EE36CD9B-1B54-4C52-9941-5AF7CD9B715C,,,
12,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,11/6/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709141&GUID=531F846F-F04D-4C07-8434-8723059142A7,,,,,,,
13,Downtown Parking Board,11/6/2019,,10:00 AM,City Hall Tower Room 1352,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33268&GUID=1949FD5A-CD33-4F14-9117-494D21B4970B,,View.ashx?M=IC&ID=734739&GUID=B3B45734-5594-49C6-9CEA-59A496560ACF,,,MeetingDetail.aspx?ID=734739&GUID=B3B45734-5594-49C6-9CEA-59A496560ACF&Options=info&Search=,View.ashx?M=A&ID=734739&GUID=B3B45734-5594-49C6-9CEA-59A496560ACF,,,
14,City Council,11/5/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709102&GUID=94B510B7-A034-4DC1-92BC-B57AFE6D0025,,,MeetingDetail.aspx?ID=709102&GUID=94B510B7-A034-4DC1-92BC-B57AFE6D0025&Options=info&Search=,View.ashx?M=A&ID=709102&GUID=94B510B7-A034-4DC1-92BC-B57AFE6D0025,,,
15,Bicycle Pedestrian Advisory Committee,11/4/2019,,6:15 PM,City Hall Tower Room 847Special Meeting,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36248&GUID=0EE28BC4-D4EB-4162-931F-16592E3D0EA2,,View.ashx?M=IC&ID=732697&GUID=0101492F-A3A4-4693-A83F-6A3866BC76F8,,,MeetingDetail.aspx?ID=732697&GUID=0101492F-A3A4-4693-A83F-6A3866BC76F8&Options=info&Search=,View.ashx?M=A&ID=732697&GUID=0101492F-A3A4-4693-A83F-6A3866BC76F8,,,
16,Airport Commission,11/4/2019,,6:00 PM,"1701 AIrport Blvd., Suite B-1130",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33262&GUID=CD266D5B-0088-4324-A9DC-313570064A0D,,View.ashx?M=IC&ID=734738&GUID=7978B222-DA7D-4785-8726-228DAF3D4A44,,,MeetingDetail.aspx?ID=734738&GUID=7978B222-DA7D-4785-8726-228DAF3D4A44&Options=info&Search=,View.ashx?M=A&ID=734738&GUID=7978B222-DA7D-4785-8726-228DAF3D4A44,,,
17,Transportation and Environment Committee (T&E),11/4/2019,,1:30 PM,Council Chambers,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33885&GUID=B8D373E4-359D-470B-962C-BFAA26D7ED6E,,View.ashx?M=IC&ID=709897&GUID=FF79EFE8-A88F-4E5A-A743-EA6B26828335,,,,,,,
18,Miscellaneous Agendas,10/31/2019,,12:30 PM,"Mayor's Conference RoomTrends, Technologies, and Their Implications",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=732542&GUID=71E5E4BB-6FAB-42B4-B64C-0C5ACB5C7EB5,,,MeetingDetail.aspx?ID=732542&GUID=71E5E4BB-6FAB-42B4-B64C-0C5ACB5C7EB5&Options=info&Search=,View.ashx?M=A&ID=732542&GUID=71E5E4BB-6FAB-42B4-B64C-0C5ACB5C7EB5,,,
19,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,10/30/2019,,2:00 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709140&GUID=148AEC55-214C-4B3E-82CC-633BC9A72471,,,MeetingDetail.aspx?ID=709140&GUID=148AEC55-214C-4B3E-82CC-633BC9A72471&Options=info&Search=,View.ashx?M=A&ID=709140&GUID=148AEC55-214C-4B3E-82CC-633BC9A72471,,,
20,City Council,10/30/2019,,2:00 PM,Council ChambersSpecial Meeting,Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=734737&GUID=7FBC6FA3-FEE6-45CE-94EA-D38BD183EC63,,,,,,,
21,Planning Director's Hearing,10/30/2019,,9:00 AM,Council ChambersCANCELLED,Meeting details,Cancellation Notice,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39455&GUID=68BBDB32-CD8D-4DD1-B2D4-029E1D4BE44E,,View.ashx?M=IC&ID=733988&GUID=11138243-41C5-4829-9618-914AFE5D056C,,,MeetingDetail.aspx?ID=733988&GUID=11138243-41C5-4829-9618-914AFE5D056C&Options=info&Search=,View.ashx?M=A&ID=733988&GUID=11138243-41C5-4829-9618-914AFE5D056C,,,
22,Housing and Community Development Commission,10/29/2019,,5:45 PM,"City Hall, Tower Room 332Special Meeting",Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33271&GUID=4B235EED-2A75-429C-9E47-2FCDA404391B,,View.ashx?M=IC&ID=734439&GUID=F5F5C2A8-0E75-4390-8C71-04986E7D0185,,,MeetingDetail.aspx?ID=734439&GUID=F5F5C2A8-0E75-4390-8C71-04986E7D0185&Options=info&Search=,,,,
23,City Council,10/29/2019,,1:30 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21676&GUID=ACCCCFF5-F14A-4E1A-8540-9065F45A8A90,,View.ashx?M=IC&ID=709101&GUID=D3E683E7-A110-486A-A32C-2979A4098BF8,,,MeetingDetail.aspx?ID=709101&GUID=D3E683E7-A110-486A-A32C-2979A4098BF8&Options=info&Search=,View.ashx?M=A&ID=709101&GUID=D3E683E7-A110-486A-A32C-2979A4098BF8,,,
24,Youth Commission,10/28/2019,,6:30 PM,Council Chambers,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33278&GUID=B7DFECE6-C351-4413-8BF6-AFF364E42543,,View.ashx?M=IC&ID=726916&GUID=A499EF7E-5E1F-4925-8483-0941AEC79E2E,,,MeetingDetail.aspx?ID=726916&GUID=A499EF7E-5E1F-4925-8483-0941AEC79E2E&Options=info&Search=,View.ashx?M=A&ID=726916&GUID=A499EF7E-5E1F-4925-8483-0941AEC79E2E,,,
25,Community & Economic Development Committee (CED),10/28/2019,,1:30 PM,Wing Rooms W118 - W120,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=21680&GUID=37CAF97D-86D4-4A85-8E07-BF7EA67F55CD,,View.ashx?M=IC&ID=711312&GUID=CA9B8BE0-B87E-477F-830B-B4BB077D51BE,,,MeetingDetail.aspx?ID=711312&GUID=CA9B8BE0-B87E-477F-830B-B4BB077D51BE&Options=info&Search=,View.ashx?M=A&ID=711312&GUID=CA9B8BE0-B87E-477F-830B-B4BB077D51BE,,,
26,Miscellaneous Agendas,10/28/2019,,12:00 PM,"1737 N. First Street, Suite 580
5th Floor Board Room
San Jose, CA 95112Board of Administration - Joint - Personnel Committee",Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=732807&GUID=36C21F6A-6E8E-4A3F-9F1B-3A6105F569D8,,,MeetingDetail.aspx?ID=732807&GUID=36C21F6A-6E8E-4A3F-9F1B-3A6105F569D8&Options=info&Search=,View.ashx?M=A&ID=732807&GUID=36C21F6A-6E8E-4A3F-9F1B-3A6105F569D8,,,
27,Appeals Hearing Board,10/24/2019,,6:30 PM,Council ChambersCANCELLED,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33263&GUID=BB9C853F-3D76-41BC-8F4F-DF7CFC2DDD57,,View.ashx?M=IC&ID=726239&GUID=1E07045F-29B4-4225-904A-8883BA421F9C,,,MeetingDetail.aspx?ID=726239&GUID=1E07045F-29B4-4225-904A-8883BA421F9C&Options=info&Search=,View.ashx?M=A&ID=726239&GUID=1E07045F-29B4-4225-904A-8883BA421F9C,,,
28,"Public Safety, Finance and Strategic Support Committee (PSFSS)",10/24/2019,,1:30 PM,Council ChambersSpecial Meeting Date,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=30890&GUID=AD2BBF1D-A701-4CDE-B9FC-851732F4751B,,View.ashx?M=IC&ID=709901&GUID=487089A1-0F0B-4FBE-8BE8-E02FACA0A0D3,,,MeetingDetail.aspx?ID=709901&GUID=487089A1-0F0B-4FBE-8BE8-E02FACA0A0D3&Options=info&Search=,View.ashx?M=A&ID=709901&GUID=487089A1-0F0B-4FBE-8BE8-E02FACA0A0D3,,#,
29,Miscellaneous Agendas,10/23/2019,,6:00 PM,City Hall Tower Room 1854Caltrain Centralized Equipment Maintenance & Operations Facility Monitoring Committee Meeting,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=732696&GUID=50967D45-1D4F-4DD0-ABD4-D5433AB74D51,,,MeetingDetail.aspx?ID=732696&GUID=50967D45-1D4F-4DD0-ABD4-D5433AB74D51&Options=info&Search=,View.ashx?M=A&ID=732696&GUID=50967D45-1D4F-4DD0-ABD4-D5433AB74D51,,,
30,Planning Commission,10/23/2019,,5:00 PM,City Hall Tower Room 332Study Session and Regular Meeting,Meeting details,Agenda,Not available,Not available,Not available,DepartmentDetail.aspx?ID=33276&GUID=2F0818DD-0F86-4796-9F63-6068DB0D5060,,View.ashx?M=IC&ID=732422&GUID=999D1E96-7D75-4B30-B751-40B656E80468,,,MeetingDetail.aspx?ID=732422&GUID=999D1E96-7D75-4B30-B751-40B656E80468&Options=info&Search=,View.ashx?M=A&ID=732422&GUID=999D1E96-7D75-4B30-B751-40B656E80468,,,
31,Miscellaneous Agendas,10/23/2019,,3:30 PM,"525 West Santa Clara Street, San Jose, CASan Jose Arena Authority - The Executive & Finance Committee and the Board of Directors Meetings",Meeting details,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=39462&GUID=40D14E69-5689-4CC3-BC16-0F4AC2C1398E,,View.ashx?M=IC&ID=726984&GUID=7C391FA4-29D9-4CF8-99F5-43C001B48C72,,,MeetingDetail.aspx?ID=726984&GUID=7C391FA4-29D9-4CF8-99F5-43C001B48C72&Options=info&Search=,,,,
32,Joint Meeting for the Rules and Open Government Committee and Committee of the Whole,10/23/2019,,2:00 PM,Wing Rooms W118-120,Meeting details,Agenda,Not available,Video,Not available,DepartmentDetail.aspx?ID=36262&GUID=C61F4090-B945-4162-94EC-A504FDB7035D,,View.ashx?M=IC&ID=709139&GUID=77C22098-C85F-4555-B238-2A15768B7AB9,,,MeetingDetail.aspx?ID=709139&GUID=77C22098-C85F-4555-B238-2A15768B7AB9&Options=info&Search=,View.ashx?M=A&ID=709139&GUID=77C22098-C85F-4555-B238-2A15768B7AB9,,#,
