,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Agenda Packet Text,Video or Audio Text,Caption Notes Text,eComment Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Agenda Packet URL,Video or Audio URL,Caption Notes URL,eComment URL
34,Council and Authorities Concurrent Meeting,7/24/2018,,9:00 AM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=617678&GUID=5EE316AD-1557-4808-888F-4C024AAF1AF7,,,MeetingDetail.aspx?ID=617678&GUID=5EE316AD-1557-4808-888F-4C024AAF1AF7&Options=info&Search=,View.ashx?M=A&ID=617678&GUID=5EE316AD-1557-4808-888F-4C024AAF1AF7,View.ashx?M=M&ID=617678&GUID=5EE316AD-1557-4808-888F-4C024AAF1AF7,View.ashx?M=E2&ID=617678&GUID=5EE316AD-1557-4808-888F-4C024AAF1AF7,#,#,
35,Senior Advisory Commission,7/23/2018,,10:00 AM,"Senior Center - 1303 Fremont Street Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=605751&GUID=1336A4D6-D6B1-422F-9DF8-190B8A7C6916,,,MeetingDetail.aspx?ID=605751&GUID=1336A4D6-D6B1-422F-9DF8-190B8A7C6916&Options=info&Search=,View.ashx?M=A&ID=605751&GUID=1336A4D6-D6B1-422F-9DF8-190B8A7C6916,View.ashx?M=M&ID=605751&GUID=1336A4D6-D6B1-422F-9DF8-190B8A7C6916,View.ashx?M=E2&ID=605751&GUID=1336A4D6-D6B1-422F-9DF8-190B8A7C6916,#,#,
36,Council and Authorities Concurrent Meeting,7/23/2018,,9:00 AM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=617779&GUID=1028A037-97FE-487C-8C58-4AF346E47F8C,,,MeetingDetail.aspx?ID=617779&GUID=1028A037-97FE-487C-8C58-4AF346E47F8C&Options=info&Search=,View.ashx?M=A&ID=617779&GUID=1028A037-97FE-487C-8C58-4AF346E47F8C,View.ashx?M=M&ID=617779&GUID=1028A037-97FE-487C-8C58-4AF346E47F8C,View.ashx?M=E2&ID=617779&GUID=1028A037-97FE-487C-8C58-4AF346E47F8C,,,
37,Council and Authorities Concurrent Meeting,7/20/2018,,12:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=617576&GUID=8D2046B6-FD08-486C-A9E4-BD3FA0C05A7C,,,MeetingDetail.aspx?ID=617576&GUID=8D2046B6-FD08-486C-A9E4-BD3FA0C05A7C&Options=info&Search=,View.ashx?M=A&ID=617576&GUID=8D2046B6-FD08-486C-A9E4-BD3FA0C05A7C,View.ashx?M=M&ID=617576&GUID=8D2046B6-FD08-486C-A9E4-BD3FA0C05A7C,View.ashx?M=E2&ID=617576&GUID=8D2046B6-FD08-486C-A9E4-BD3FA0C05A7C,#,#,
38,Oversight Board Committee,7/20/2018,,Canceled,City Hall - Council Chambers,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36898&GUID=F07D2556-C383-4B19-93C6-507E1B600356,,View.ashx?M=IC&ID=614063&GUID=D47E703C-85F0-4889-B87E-5ABBBFD8CBF9,,,MeetingDetail.aspx?ID=614063&GUID=D47E703C-85F0-4889-B87E-5ABBBFD8CBF9&Options=info&Search=,View.ashx?M=A&ID=614063&GUID=D47E703C-85F0-4889-B87E-5ABBBFD8CBF9,,,,,
39,Santa Clara Stadium Authority,7/19/2018,,Canceled,Cancelled,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35682&GUID=30845DA9-0D60-47E0-AE23-BE8C9A5500BB,,View.ashx?M=IC&ID=614789&GUID=A5A3407B-E29D-4BC7-A203-791C46AEFE99,,,MeetingDetail.aspx?ID=614789&GUID=A5A3407B-E29D-4BC7-A203-791C46AEFE99&Options=info&Search=,View.ashx?M=A&ID=614789&GUID=A5A3407B-E29D-4BC7-A203-791C46AEFE99,,,,,
40,Marketing Committee,7/18/2018,,Canceled,"Central Park Library – Redwood Room
2635 Homestead Road
Santa Clara, California 95051",Meeting details,CANCELLATION NOTICE,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37243&GUID=7F37A221-F02D-40B2-B8B6-876E2617523F,,View.ashx?M=IC&ID=614787&GUID=A55A9EC5-A8DE-4528-A718-118AA2CD9A07,,,MeetingDetail.aspx?ID=614787&GUID=A55A9EC5-A8DE-4528-A718-118AA2CD9A07&Options=info&Search=,View.ashx?M=A&ID=614787&GUID=A55A9EC5-A8DE-4528-A718-118AA2CD9A07,,,,,
41,Parks & Recreation Commission,7/17/2018,,7:00 PM,"City Hall - East Wing - Cafeteria
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=605758&GUID=D1180836-3E8A-45E9-9847-970936F3147A,,,MeetingDetail.aspx?ID=605758&GUID=D1180836-3E8A-45E9-9847-970936F3147A&Options=info&Search=,View.ashx?M=A&ID=605758&GUID=D1180836-3E8A-45E9-9847-970936F3147A,View.ashx?M=M&ID=605758&GUID=D1180836-3E8A-45E9-9847-970936F3147A,View.ashx?M=E2&ID=605758&GUID=D1180836-3E8A-45E9-9847-970936F3147A,#,#,
42,Council and Authorities Concurrent Meeting,7/17/2018,,4:30 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590769&GUID=04505C3A-936B-4336-A1F9-A4D2D035AA56,,,MeetingDetail.aspx?ID=590769&GUID=04505C3A-936B-4336-A1F9-A4D2D035AA56&Options=info&Search=,View.ashx?M=A&ID=590769&GUID=04505C3A-936B-4336-A1F9-A4D2D035AA56,View.ashx?M=M&ID=590769&GUID=04505C3A-936B-4336-A1F9-A4D2D035AA56,View.ashx?M=E2&ID=590769&GUID=04505C3A-936B-4336-A1F9-A4D2D035AA56,#,#,
43,Council and Authorities Concurrent Meeting,7/16/2018,,4:30 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=612851&GUID=73CE96B6-36E9-4412-9593-DD6C53856A4B,,,MeetingDetail.aspx?ID=612851&GUID=73CE96B6-36E9-4412-9593-DD6C53856A4B&Options=info&Search=,View.ashx?M=A&ID=612851&GUID=73CE96B6-36E9-4412-9593-DD6C53856A4B,View.ashx?M=M&ID=612851&GUID=73CE96B6-36E9-4412-9593-DD6C53856A4B,View.ashx?M=E2&ID=612851&GUID=73CE96B6-36E9-4412-9593-DD6C53856A4B,#,#,
44,Planning Commission,7/11/2018,,Canceled,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590984&GUID=5B967118-A689-4898-B229-2D3B7DE703E0,,,MeetingDetail.aspx?ID=590984&GUID=5B967118-A689-4898-B229-2D3B7DE703E0&Options=info&Search=,View.ashx?M=A&ID=590984&GUID=5B967118-A689-4898-B229-2D3B7DE703E0,,,,,
45,Council and Authorities Concurrent Meeting,7/10/2018,,4:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590770&GUID=455B3330-8E26-48B0-B141-AA9BFCE2F774,,,MeetingDetail.aspx?ID=590770&GUID=455B3330-8E26-48B0-B141-AA9BFCE2F774&Options=info&Search=,View.ashx?M=A&ID=590770&GUID=455B3330-8E26-48B0-B141-AA9BFCE2F774,View.ashx?M=M&ID=590770&GUID=455B3330-8E26-48B0-B141-AA9BFCE2F774,View.ashx?M=E2&ID=590770&GUID=455B3330-8E26-48B0-B141-AA9BFCE2F774,#,#,
46,Civil Service Commission,7/9/2018,,7:00 PM,"City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36902&GUID=0A0913C8-9BF8-4FD8-8C7E-5C212635F6D6,,View.ashx?M=IC&ID=603160&GUID=A1D0EC88-60FB-48D4-B841-2B9E9BD821AA,,,MeetingDetail.aspx?ID=603160&GUID=A1D0EC88-60FB-48D4-B841-2B9E9BD821AA&Options=info&Search=,View.ashx?M=A&ID=603160&GUID=A1D0EC88-60FB-48D4-B841-2B9E9BD821AA,View.ashx?M=M&ID=603160&GUID=A1D0EC88-60FB-48D4-B841-2B9E9BD821AA,View.ashx?M=E2&ID=603160&GUID=A1D0EC88-60FB-48D4-B841-2B9E9BD821AA,#,#,
47,Governance and Ethics Committee,7/9/2018,,Canceled,City Hall – Council Chambers,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=607355&GUID=DB1D457C-8BFE-44DA-9008-DC3A47FD6EF7,,,MeetingDetail.aspx?ID=607355&GUID=DB1D457C-8BFE-44DA-9008-DC3A47FD6EF7&Options=info&Search=,View.ashx?M=A&ID=607355&GUID=DB1D457C-8BFE-44DA-9008-DC3A47FD6EF7,,,,,
48,Historical & Landmarks Commission,7/5/2018,,Canceled,City Hall Council Chambers,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=606192&GUID=54B828FF-FA10-452A-B91F-28CCEC5F7FF4,,,MeetingDetail.aspx?ID=606192&GUID=54B828FF-FA10-452A-B91F-28CCEC5F7FF4&Options=info&Search=,View.ashx?M=A&ID=606192&GUID=54B828FF-FA10-452A-B91F-28CCEC5F7FF4,,,,,
49,Council and Authorities Concurrent Meeting,7/5/2018,,5:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=612617&GUID=9E548DE3-4FC7-47FF-8B77-2D9FD8C55BA5,,,MeetingDetail.aspx?ID=612617&GUID=9E548DE3-4FC7-47FF-8B77-2D9FD8C55BA5&Options=info&Search=,View.ashx?M=A&ID=612617&GUID=9E548DE3-4FC7-47FF-8B77-2D9FD8C55BA5,View.ashx?M=M&ID=612617&GUID=9E548DE3-4FC7-47FF-8B77-2D9FD8C55BA5,View.ashx?M=E2&ID=612617&GUID=9E548DE3-4FC7-47FF-8B77-2D9FD8C55BA5,#,#,
50,Council and Authorities Concurrent Meeting,7/5/2018,,9:00 AM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=613565&GUID=A6AF2B62-0F13-4FF6-A19D-EDEFF5F6F4B4,,,MeetingDetail.aspx?ID=613565&GUID=A6AF2B62-0F13-4FF6-A19D-EDEFF5F6F4B4&Options=info&Search=,View.ashx?M=A&ID=613565&GUID=A6AF2B62-0F13-4FF6-A19D-EDEFF5F6F4B4,View.ashx?M=M&ID=613565&GUID=A6AF2B62-0F13-4FF6-A19D-EDEFF5F6F4B4,View.ashx?M=E2&ID=613565&GUID=A6AF2B62-0F13-4FF6-A19D-EDEFF5F6F4B4,#,#,
51,Cultural Commission,7/2/2018,,7:00 PM,"City Hall - Staff Conference Room, 1500 Warburton Avenue",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=609784&GUID=4A4F07EC-9E48-4E9D-B3EC-E963540E0724,,,MeetingDetail.aspx?ID=609784&GUID=4A4F07EC-9E48-4E9D-B3EC-E963540E0724&Options=info&Search=,View.ashx?M=A&ID=609784&GUID=4A4F07EC-9E48-4E9D-B3EC-E963540E0724,View.ashx?M=M&ID=609784&GUID=4A4F07EC-9E48-4E9D-B3EC-E963540E0724,View.ashx?M=E2&ID=609784&GUID=4A4F07EC-9E48-4E9D-B3EC-E963540E0724,#,#,
52,Board of Library Trustees,7/2/2018,,6:00 PM,"Central Park Library - Board Room, 2635 Homestead Road, Santa Clara, CA 95051",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36901&GUID=8C91F637-0CCD-45EE-82A2-58271F3ED4AA,,View.ashx?M=IC&ID=604717&GUID=400D90AF-35E0-453B-9802-0D7DCE6C15FC,,,MeetingDetail.aspx?ID=604717&GUID=400D90AF-35E0-453B-9802-0D7DCE6C15FC&Options=info&Search=,View.ashx?M=A&ID=604717&GUID=400D90AF-35E0-453B-9802-0D7DCE6C15FC,View.ashx?M=M&ID=604717&GUID=400D90AF-35E0-453B-9802-0D7DCE6C15FC,View.ashx?M=E2&ID=604717&GUID=400D90AF-35E0-453B-9802-0D7DCE6C15FC,#,#,
53,Oversight Board Committee,6/29/2018,,10:00 AM,Special Meeting - City Hall Council Chambers,Meeting details,Agenda,Not available,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36898&GUID=F07D2556-C383-4B19-93C6-507E1B600356,,View.ashx?M=IC&ID=610797&GUID=61840573-E238-4E68-9EE2-00B9B022F4FD,,,MeetingDetail.aspx?ID=610797&GUID=61840573-E238-4E68-9EE2-00B9B022F4FD&Options=info&Search=,View.ashx?M=A&ID=610797&GUID=61840573-E238-4E68-9EE2-00B9B022F4FD,,View.ashx?M=E2&ID=610797&GUID=61840573-E238-4E68-9EE2-00B9B022F4FD,#,#,
54,Planning Commission,6/27/2018,,7:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590983&GUID=42545C3E-1153-4C63-AE40-B9293F223B0D,,,MeetingDetail.aspx?ID=590983&GUID=42545C3E-1153-4C63-AE40-B9293F223B0D&Options=info&Search=,View.ashx?M=A&ID=590983&GUID=42545C3E-1153-4C63-AE40-B9293F223B0D,View.ashx?M=M&ID=590983&GUID=42545C3E-1153-4C63-AE40-B9293F223B0D,View.ashx?M=E2&ID=590983&GUID=42545C3E-1153-4C63-AE40-B9293F223B0D,#,#,
55,Council and Authorities Concurrent Meeting,6/26/2018,,5:00 PM,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Revised Agenda,Minutes,Revised Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590768&GUID=A1C42273-7658-4921-B43D-97B34DE6F65E,,,MeetingDetail.aspx?ID=590768&GUID=A1C42273-7658-4921-B43D-97B34DE6F65E&Options=info&Search=,View.ashx?M=A&ID=590768&GUID=A1C42273-7658-4921-B43D-97B34DE6F65E,View.ashx?M=M&ID=590768&GUID=A1C42273-7658-4921-B43D-97B34DE6F65E,View.ashx?M=E2&ID=590768&GUID=A1C42273-7658-4921-B43D-97B34DE6F65E,#,#,
56,Senior Advisory Commission,6/25/2018,,10:00 AM,"Senior Center - 1303 Fremont Street Santa Clara, CA 95050",Meeting details,Agneda,Minutes,Agenda Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36906&GUID=D6A40F99-A066-4309-858C-5B6E6EF4C6EE,,View.ashx?M=IC&ID=605750&GUID=7959EAE5-AC45-4322-96C1-E56A17AAC48B,,,MeetingDetail.aspx?ID=605750&GUID=7959EAE5-AC45-4322-96C1-E56A17AAC48B&Options=info&Search=,View.ashx?M=A&ID=605750&GUID=7959EAE5-AC45-4322-96C1-E56A17AAC48B,View.ashx?M=M&ID=605750&GUID=7959EAE5-AC45-4322-96C1-E56A17AAC48B,View.ashx?M=E2&ID=605750&GUID=7959EAE5-AC45-4322-96C1-E56A17AAC48B,,,
57,Council and Authorities Concurrent Meeting,6/21/2018,,5:00 PM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=611173&GUID=DBFA9184-D7DB-43B3-85AE-76C3173BA796,,,MeetingDetail.aspx?ID=611173&GUID=DBFA9184-D7DB-43B3-85AE-76C3173BA796&Options=info&Search=,View.ashx?M=A&ID=611173&GUID=DBFA9184-D7DB-43B3-85AE-76C3173BA796,View.ashx?M=M&ID=611173&GUID=DBFA9184-D7DB-43B3-85AE-76C3173BA796,View.ashx?M=E2&ID=611173&GUID=DBFA9184-D7DB-43B3-85AE-76C3173BA796,#,#,
58,Council and Authorities Concurrent Meeting,6/21/2018,,11:00 AM,"Special Meeting - City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=611172&GUID=08A0B51E-C3BB-473A-822C-EB4447CD5285,,,MeetingDetail.aspx?ID=611172&GUID=08A0B51E-C3BB-473A-822C-EB4447CD5285&Options=info&Search=,View.ashx?M=A&ID=611172&GUID=08A0B51E-C3BB-473A-822C-EB4447CD5285,View.ashx?M=M&ID=611172&GUID=08A0B51E-C3BB-473A-822C-EB4447CD5285,View.ashx?M=E2&ID=611172&GUID=08A0B51E-C3BB-473A-822C-EB4447CD5285,#,#,
59,Marketing Committee,6/20/2018,,4:00 PM,"Central Park Library – Redwood Room
2635 Homestead Road
Santa Clara, California 95051",Meeting details,Not available,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37243&GUID=7F37A221-F02D-40B2-B8B6-876E2617523F,,View.ashx?M=IC&ID=611502&GUID=0B11AB38-7E11-4C76-A452-52F5254953C9,,,MeetingDetail.aspx?ID=611502&GUID=0B11AB38-7E11-4C76-A452-52F5254953C9&Options=info&Search=,,,,,,
60,Parks & Recreation Commission,6/19/2018,,7:00 PM,"City Hall - East Wing - Cafeteria
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Agenda Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36905&GUID=483358F9-AEE1-43AF-8894-80EDC2CB70D7,,View.ashx?M=IC&ID=605757&GUID=4E356215-727C-46FC-AFAB-D27D57790D5F,,,MeetingDetail.aspx?ID=605757&GUID=4E356215-727C-46FC-AFAB-D27D57790D5F&Options=info&Search=,View.ashx?M=A&ID=605757&GUID=4E356215-727C-46FC-AFAB-D27D57790D5F,View.ashx?M=M&ID=605757&GUID=4E356215-727C-46FC-AFAB-D27D57790D5F,View.ashx?M=E2&ID=605757&GUID=4E356215-727C-46FC-AFAB-D27D57790D5F,,,
61,Santa Clara Stadium Authority,6/19/2018,,Canceled,"City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=35682&GUID=30845DA9-0D60-47E0-AE23-BE8C9A5500BB,,View.ashx?M=IC&ID=611442&GUID=69E7F5AD-18C5-4391-BC66-8F107F12A5BD,,,MeetingDetail.aspx?ID=611442&GUID=69E7F5AD-18C5-4391-BC66-8F107F12A5BD&Options=info&Search=,View.ashx?M=A&ID=611442&GUID=69E7F5AD-18C5-4391-BC66-8F107F12A5BD,,,,,
62,Oversight Board Committee,6/15/2018,,Canceled,Canceled - City Hall Council Chambers,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36898&GUID=F07D2556-C383-4B19-93C6-507E1B600356,,View.ashx?M=IC&ID=610796&GUID=EA6D7994-48E3-4A6F-A90F-5B26FCB364A5,,,MeetingDetail.aspx?ID=610796&GUID=EA6D7994-48E3-4A6F-A90F-5B26FCB364A5&Options=info&Search=,View.ashx?M=A&ID=610796&GUID=EA6D7994-48E3-4A6F-A90F-5B26FCB364A5,,,,,
63,Planning Commission,6/13/2018,,6:00 PM,City Hall Council Chambers,Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35684&GUID=249B4801-61A9-45B3-A4BA-904F6F83C9D0,,View.ashx?M=IC&ID=590982&GUID=97204BE5-8173-4515-8BEE-E0481B66A1C0,,,MeetingDetail.aspx?ID=590982&GUID=97204BE5-8173-4515-8BEE-E0481B66A1C0&Options=info&Search=,View.ashx?M=A&ID=590982&GUID=97204BE5-8173-4515-8BEE-E0481B66A1C0,View.ashx?M=M&ID=590982&GUID=97204BE5-8173-4515-8BEE-E0481B66A1C0,View.ashx?M=E2&ID=590982&GUID=97204BE5-8173-4515-8BEE-E0481B66A1C0,#,#,
64,City-School Liaison Committee,6/13/2018,,7:30 AM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=37314&GUID=6E7CE378-5931-4DE9-ACE9-0AF8E98266F0,,View.ashx?M=IC&ID=610809&GUID=BA309FE6-475C-41B0-BB0F-5F8F1BD68767,,,MeetingDetail.aspx?ID=610809&GUID=BA309FE6-475C-41B0-BB0F-5F8F1BD68767&Options=info&Search=,View.ashx?M=A&ID=610809&GUID=BA309FE6-475C-41B0-BB0F-5F8F1BD68767,View.ashx?M=M&ID=610809&GUID=BA309FE6-475C-41B0-BB0F-5F8F1BD68767,,,,
65,Council and Authorities Concurrent Meeting,6/12/2018,,4:30 PM,"City Council Special Meeting (4:30 - 6:00 PM) City Hall Council Chambers 
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Revised Agenda,Minutes,Revised Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=35649&GUID=32E11AAE-9E2A-411B-97B2-D576D68DEF1B,,View.ashx?M=IC&ID=590766&GUID=FDCE5B89-F205-463D-A7AE-E4A59B24B124,,,MeetingDetail.aspx?ID=590766&GUID=FDCE5B89-F205-463D-A7AE-E4A59B24B124&Options=info&Search=,View.ashx?M=A&ID=590766&GUID=FDCE5B89-F205-463D-A7AE-E4A59B24B124,View.ashx?M=M&ID=590766&GUID=FDCE5B89-F205-463D-A7AE-E4A59B24B124,View.ashx?M=E2&ID=590766&GUID=FDCE5B89-F205-463D-A7AE-E4A59B24B124,#,#,
66,Governance and Ethics Committee,6/11/2018,,Canceled,CANCELLED,Meeting details,Cancellation Notice,Not available,Not available,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36950&GUID=35831CF3-67DE-4D08-8FB8-FEEDBC280699,,View.ashx?M=IC&ID=602489&GUID=2A49863F-0182-451C-8E0A-83FDA2C7E80B,,,MeetingDetail.aspx?ID=602489&GUID=2A49863F-0182-451C-8E0A-83FDA2C7E80B&Options=info&Search=,View.ashx?M=A&ID=602489&GUID=2A49863F-0182-451C-8E0A-83FDA2C7E80B,,,,,
67,Oversight Board Committee,6/8/2018,,10:00 AM,"Special Meeting - City Hall - Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36898&GUID=F07D2556-C383-4B19-93C6-507E1B600356,,View.ashx?M=IC&ID=610065&GUID=E7CA82C8-2D3F-4E4E-A049-6394FE164C49,,,MeetingDetail.aspx?ID=610065&GUID=E7CA82C8-2D3F-4E4E-A049-6394FE164C49&Options=info&Search=,View.ashx?M=A&ID=610065&GUID=E7CA82C8-2D3F-4E4E-A049-6394FE164C49,View.ashx?M=M&ID=610065&GUID=E7CA82C8-2D3F-4E4E-A049-6394FE164C49,View.ashx?M=E2&ID=610065&GUID=E7CA82C8-2D3F-4E4E-A049-6394FE164C49,#,#,
68,Historical & Landmarks Commission,6/7/2018,,7:00 PM,"City Hall Council Chambers
1500 Warburton Avenue
Santa Clara, CA 95050",Meeting details,Agenda,Minutes,Packet,Video or Audio,Caption Notes,Not available,DepartmentDetail.aspx?ID=36903&GUID=A83EA478-DF0E-4ADC-99F9-CFDBC478A463,,View.ashx?M=IC&ID=606191&GUID=9BA2DDCA-050B-462F-817C-7847F41885E9,,,MeetingDetail.aspx?ID=606191&GUID=9BA2DDCA-050B-462F-817C-7847F41885E9&Options=info&Search=,View.ashx?M=A&ID=606191&GUID=9BA2DDCA-050B-462F-817C-7847F41885E9,View.ashx?M=M&ID=606191&GUID=9BA2DDCA-050B-462F-817C-7847F41885E9,View.ashx?M=E2&ID=606191&GUID=9BA2DDCA-050B-462F-817C-7847F41885E9,#,#,
69,Cultural Commission,6/4/2018,,7:00 PM,"City Hall - Staff Conference Room, 1500 Warburton Avenue",Meeting details,Agenda,Minutes,Packet,Not available,Not available,Not available,DepartmentDetail.aspx?ID=36857&GUID=1E0D50C1-B2ED-41AF-9F51-3C7EC8552C02,,View.ashx?M=IC&ID=609783&GUID=9E6C78AF-9763-41E1-A71C-C0F37B8E73FE,,,MeetingDetail.aspx?ID=609783&GUID=9E6C78AF-9763-41E1-A71C-C0F37B8E73FE&Options=info&Search=,View.ashx?M=A&ID=609783&GUID=9E6C78AF-9763-41E1-A71C-C0F37B8E73FE,View.ashx?M=M&ID=609783&GUID=9E6C78AF-9763-41E1-A71C-C0F37B8E73FE,View.ashx?M=E2&ID=609783&GUID=9E6C78AF-9763-41E1-A71C-C0F37B8E73FE,,,
