,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Media Column Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Media Column URL
74,City Council,12/4/2018,,6:30 PM,"Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=655178&GUID=87ACD7D8-C11A-4FE1-B08F-FC41C48668CD,,,,,View.ashx?M=M&ID=655178&GUID=87ACD7D8-C11A-4FE1-B08F-FC41C48668CD,
75,City Council,12/4/2018,,5:30 PM,"Council Chambers, 500 Castro St., Mountain ViewJOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=606591&GUID=64047864-5C0E-466C-A14B-55EF5DC5FC94,,,MeetingDetail.aspx?ID=606591&GUID=64047864-5C0E-466C-A14B-55EF5DC5FC94&Options=info&Search=,View.ashx?M=A&ID=606591&GUID=64047864-5C0E-466C-A14B-55EF5DC5FC94,View.ashx?M=M&ID=606591&GUID=64047864-5C0E-466C-A14B-55EF5DC5FC94,#
76,Performing Arts Committee,11/29/2018,,6:15 PM,Atrium Conference RoomSpecial Meeting,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=631660&GUID=B4E28FD3-6287-4486-B339-273B59160D0A,,,MeetingDetail.aspx?ID=631660&GUID=B4E28FD3-6287-4486-B339-273B59160D0A&Options=info&Search=,View.ashx?M=A&ID=631660&GUID=B4E28FD3-6287-4486-B339-273B59160D0A,View.ashx?M=M&ID=631660&GUID=B4E28FD3-6287-4486-B339-273B59160D0A,
77,City Council,11/27/2018,,5:45 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewJOINT MEETING OF THE CITY COUNCIL (REGULAR) AND SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609593&GUID=C35B8C73-48C0-4D6D-AB03-B2815F8827C9,,,MeetingDetail.aspx?ID=609593&GUID=C35B8C73-48C0-4D6D-AB03-B2815F8827C9&Options=info&Search=,View.ashx?M=A&ID=609593&GUID=C35B8C73-48C0-4D6D-AB03-B2815F8827C9,View.ashx?M=M&ID=609593&GUID=C35B8C73-48C0-4D6D-AB03-B2815F8827C9,#
78,City Council,11/27/2018,,5:45 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=654707&GUID=78E9D418-0B2F-4B74-BF04-7894670B9A30,,,,,View.ashx?M=M&ID=654707&GUID=78E9D418-0B2F-4B74-BF04-7894670B9A30,
79,Rental Housing Committee,11/26/2018,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609515&GUID=7FBBB124-F7BD-44E4-8242-CFCC56BDEDCB,,,MeetingDetail.aspx?ID=609515&GUID=7FBBB124-F7BD-44E4-8242-CFCC56BDEDCB&Options=info&Search=,View.ashx?M=A&ID=609515&GUID=7FBBB124-F7BD-44E4-8242-CFCC56BDEDCB,View.ashx?M=M&ID=609515&GUID=7FBBB124-F7BD-44E4-8242-CFCC56BDEDCB,#
80,Performing Arts Committee,11/21/2018,,6:15 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=604019&GUID=E0E62596-2FED-435D-96FB-E9CA57FC143A,,,,,,
81,Library Board,11/19/2018,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=642770&GUID=A7F38CB8-1511-47B9-B5B3-127FCAFA2066,,,MeetingDetail.aspx?ID=642770&GUID=A7F38CB8-1511-47B9-B5B3-127FCAFA2066&Options=info&Search=,,View.ashx?M=M&ID=642770&GUID=A7F38CB8-1511-47B9-B5B3-127FCAFA2066,
82,Library Board,11/19/2018,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=651387&GUID=F56D4667-A616-45D6-8C0C-76DF444D2203,,,MeetingDetail.aspx?ID=651387&GUID=F56D4667-A616-45D6-8C0C-76DF444D2203&Options=info&Search=,,,
83,Human Relations Commission,11/16/2018,,6:30 PM,Plaza Conference Room,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=652172&GUID=54E245E9-EA04-40DA-86AB-85DD73CA0460,,,,,,
84,Parks and Recreation Commission and Urban Forestry Board,11/14/2018,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=649007&GUID=8F8989B5-5233-4972-AD22-1F00DCF8B7E8,,,MeetingDetail.aspx?ID=649007&GUID=8F8989B5-5233-4972-AD22-1F00DCF8B7E8&Options=info&Search=,View.ashx?M=A&ID=649007&GUID=8F8989B5-5233-4972-AD22-1F00DCF8B7E8,,
85,City Council,11/13/2018,,6:30 PM,"Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=652974&GUID=8BEB4B93-9DE2-4DBB-B68D-92D3CB255CC2,,,,,,
86,City Council,11/13/2018,,5:00 PM,"Council Chambers, 500 Castro St., Mountain ViewJOINT MEETING OF THE CITY COUNCIL (REGULAR) AND THE SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=606588&GUID=92DB2D36-B599-4A44-A0DF-250904220798,,,MeetingDetail.aspx?ID=606588&GUID=92DB2D36-B599-4A44-A0DF-250904220798&Options=info&Search=,View.ashx?M=A&ID=606588&GUID=92DB2D36-B599-4A44-A0DF-250904220798,,#
87,Environmental Planning Commission,11/7/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=646573&GUID=DF71AA03-1FFB-4854-87CE-B18BAD420F4D,,,MeetingDetail.aspx?ID=646573&GUID=DF71AA03-1FFB-4854-87CE-B18BAD420F4D&Options=info&Search=,View.ashx?M=A&ID=646573&GUID=DF71AA03-1FFB-4854-87CE-B18BAD420F4D,View.ashx?M=M&ID=646573&GUID=DF71AA03-1FFB-4854-87CE-B18BAD420F4D,#
88,Special Events,11/5/2018,,6:30 PM,"Council Chambers, 500 Castro St., Mountain View, CA 94041Mountain View + Google: The Power of Public-Private Partnerships",Meeting details,Special Event,Not available,Media,,,View.ashx?M=IC&ID=645816&GUID=35456174-7084-46BF-A9FC-270EF4FD6577,,,MeetingDetail.aspx?ID=645816&GUID=35456174-7084-46BF-A9FC-270EF4FD6577&Options=info&Search=,View.ashx?M=A&ID=645816&GUID=35456174-7084-46BF-A9FC-270EF4FD6577,,#
89,Human Relations Commission,11/1/2018,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=611897&GUID=6DE53B00-3E01-415A-B557-E55BCA70C177,,,MeetingDetail.aspx?ID=611897&GUID=6DE53B00-3E01-415A-B557-E55BCA70C177&Options=info&Search=,View.ashx?M=A&ID=611897&GUID=6DE53B00-3E01-415A-B557-E55BCA70C177,,#
90,Library Board,10/23/2018,,7:00 PM,Gossamer Conference Room,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=645080&GUID=713D62DF-AB3C-4E41-BF60-D76B9E84E44E,,,,,,
91,City Council,10/23/2018,,6:30 PM,"Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=646283&GUID=E5CCE7EF-67BE-4028-84DE-5B21C9D94A0F,,,,,View.ashx?M=M&ID=646283&GUID=E5CCE7EF-67BE-4028-84DE-5B21C9D94A0F,
92,City Council,10/23/2018,,5:00 PM,"Council Chambers, 500 Castro St., Mountain ViewJOINT MEETING OF THE CITY COUNCIL (REGULAR), SHORELINE REGIONAL PARK COMMUNITY (SPECIAL), AND THE CITY OF MOUNTAIN VIEW CAPITAL IMPROVEMENTS FINANCING AUTHORITY (SPECIAL)",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609591&GUID=D4D6F05D-972F-4673-852F-8057F30A880A,,,MeetingDetail.aspx?ID=609591&GUID=D4D6F05D-972F-4673-852F-8057F30A880A&Options=info&Search=,View.ashx?M=A&ID=609591&GUID=D4D6F05D-972F-4673-852F-8057F30A880A,View.ashx?M=M&ID=609591&GUID=D4D6F05D-972F-4673-852F-8057F30A880A,#
93,Rental Housing Committee,10/22/2018,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609510&GUID=F7D86987-006E-47C7-9180-97898507C121,,,MeetingDetail.aspx?ID=609510&GUID=F7D86987-006E-47C7-9180-97898507C121&Options=info&Search=,View.ashx?M=A&ID=609510&GUID=F7D86987-006E-47C7-9180-97898507C121,View.ashx?M=M&ID=609510&GUID=F7D86987-006E-47C7-9180-97898507C121,#
94,Environmental Planning Commission,10/17/2018,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=642687&GUID=CBAC8765-DBA3-49AF-B2CF-8370B8ED8C77,,,MeetingDetail.aspx?ID=642687&GUID=CBAC8765-DBA3-49AF-B2CF-8370B8ED8C77&Options=info&Search=,View.ashx?M=A&ID=642687&GUID=CBAC8765-DBA3-49AF-B2CF-8370B8ED8C77,View.ashx?M=M&ID=642687&GUID=CBAC8765-DBA3-49AF-B2CF-8370B8ED8C77,#
95,Performing Arts Committee,10/17/2018,,6:15 PM,Atrium Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=592195&GUID=D4AE711E-2630-426C-9571-6B3A7DA927C9,,,MeetingDetail.aspx?ID=592195&GUID=D4AE711E-2630-426C-9571-6B3A7DA927C9&Options=info&Search=,View.ashx?M=A&ID=592195&GUID=D4AE711E-2630-426C-9571-6B3A7DA927C9,View.ashx?M=M&ID=592195&GUID=D4AE711E-2630-426C-9571-6B3A7DA927C9,
96,City Council,10/16/2018,,5:30 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewJOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609590&GUID=B6C4B9A7-EF84-4085-8D59-DDC9685C0ED4,,,MeetingDetail.aspx?ID=609590&GUID=B6C4B9A7-EF84-4085-8D59-DDC9685C0ED4&Options=info&Search=,View.ashx?M=A&ID=609590&GUID=B6C4B9A7-EF84-4085-8D59-DDC9685C0ED4,View.ashx?M=M&ID=609590&GUID=B6C4B9A7-EF84-4085-8D59-DDC9685C0ED4,#
97,City Council,10/16/2018,,5:30 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=644566&GUID=CCB05E3C-C346-4C2E-9C94-48433C9FF6A5,,,,,View.ashx?M=M&ID=644566&GUID=CCB05E3C-C346-4C2E-9C94-48433C9FF6A5,
98,Library Board,10/15/2018,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=640200&GUID=809DFB95-C606-472A-8E3A-4945C74E46BF,,,MeetingDetail.aspx?ID=640200&GUID=809DFB95-C606-472A-8E3A-4945C74E46BF&Options=info&Search=,,View.ashx?M=M&ID=640200&GUID=809DFB95-C606-472A-8E3A-4945C74E46BF,
99,Parks and Recreation Commission and Urban Forestry Board,10/10/2018,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=641502&GUID=792FCC8F-BDDD-4122-8487-47122701EE98,,,MeetingDetail.aspx?ID=641502&GUID=792FCC8F-BDDD-4122-8487-47122701EE98&Options=info&Search=,View.ashx?M=A&ID=641502&GUID=792FCC8F-BDDD-4122-8487-47122701EE98,,
0,City Council,10/9/2018,,6:30 PM,"Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=643115&GUID=C4ED82B4-441C-43BC-A6CB-014BFC2C9170,,,,,View.ashx?M=M&ID=643115&GUID=C4ED82B4-441C-43BC-A6CB-014BFC2C9170,
1,City Council,10/9/2018,,4:30 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewJOINT MEETING OF THE CITY COUNCIL (REGULAR) AND THE SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=606585&GUID=900CF4CA-EC1B-47F9-9ACF-E81CC7E2DA76,,,MeetingDetail.aspx?ID=606585&GUID=900CF4CA-EC1B-47F9-9ACF-E81CC7E2DA76&Options=info&Search=,View.ashx?M=A&ID=606585&GUID=900CF4CA-EC1B-47F9-9ACF-E81CC7E2DA76,View.ashx?M=M&ID=606585&GUID=900CF4CA-EC1B-47F9-9ACF-E81CC7E2DA76,#
2,Human Relations Commission,10/4/2018,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=611894&GUID=29065CD9-4FB0-42A5-95BE-EF70316FFF55,,,MeetingDetail.aspx?ID=611894&GUID=29065CD9-4FB0-42A5-95BE-EF70316FFF55&Options=info&Search=,View.ashx?M=A&ID=611894&GUID=29065CD9-4FB0-42A5-95BE-EF70316FFF55,,#
3,Environmental Planning Commission,10/3/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=640488&GUID=710ED8CA-0B5F-41EF-9D20-B4FBCA59952D,,,MeetingDetail.aspx?ID=640488&GUID=710ED8CA-0B5F-41EF-9D20-B4FBCA59952D&Options=info&Search=,View.ashx?M=A&ID=640488&GUID=710ED8CA-0B5F-41EF-9D20-B4FBCA59952D,View.ashx?M=M&ID=640488&GUID=710ED8CA-0B5F-41EF-9D20-B4FBCA59952D,#
4,City Council,10/2/2018,,6:30 PM,"Council Chambers - 500 Castro St., Mountain ViewJOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=606584&GUID=D369A529-055A-4866-B52A-E3A9F7C2BA14,,,MeetingDetail.aspx?ID=606584&GUID=D369A529-055A-4866-B52A-E3A9F7C2BA14&Options=info&Search=,View.ashx?M=A&ID=606584&GUID=D369A529-055A-4866-B52A-E3A9F7C2BA14,View.ashx?M=M&ID=606584&GUID=D369A529-055A-4866-B52A-E3A9F7C2BA14,#
5,City Council,10/2/2018,,6:30 PM,"Council Chambers - 500 Castro St., Mountain ViewSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=641780&GUID=5E9C40BC-BD1E-4321-BC4F-1803F898DA43,,,,,View.ashx?M=M&ID=641780&GUID=5E9C40BC-BD1E-4321-BC4F-1803F898DA43,
6,City Council,9/25/2018,,6:30 PM,"Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=640698&GUID=884A59F0-2503-402D-A35E-7E1A0454FD96,,,,,View.ashx?M=M&ID=640698&GUID=884A59F0-2503-402D-A35E-7E1A0454FD96,
7,City Council,9/25/2018,,6:00 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewJOINT MEETING OF THE CITY COUNCIL (REGULAR) AND THE SHORELINE REGIONAL PARK COMMUNITY (SPECIAL)",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609586&GUID=FB49F63A-04F2-4B8A-ABE4-13CB9061961B,,,MeetingDetail.aspx?ID=609586&GUID=FB49F63A-04F2-4B8A-ABE4-13CB9061961B&Options=info&Search=,View.ashx?M=A&ID=609586&GUID=FB49F63A-04F2-4B8A-ABE4-13CB9061961B,View.ashx?M=M&ID=609586&GUID=FB49F63A-04F2-4B8A-ABE4-13CB9061961B,#
8,Rental Housing Committee,9/24/2018,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609514&GUID=0665D605-A07F-49F7-AEE3-02A422D352E9,,,MeetingDetail.aspx?ID=609514&GUID=0665D605-A07F-49F7-AEE3-02A422D352E9&Options=info&Search=,View.ashx?M=A&ID=609514&GUID=0665D605-A07F-49F7-AEE3-02A422D352E9,View.ashx?M=M&ID=609514&GUID=0665D605-A07F-49F7-AEE3-02A422D352E9,#
9,Library Board,9/17/2018,,7:00 PM,Program Room - 2nd Floor,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=632648&GUID=EB9D2F54-CFA5-4972-97C9-2DE4FB124B8A,,,MeetingDetail.aspx?ID=632648&GUID=EB9D2F54-CFA5-4972-97C9-2DE4FB124B8A&Options=info&Search=,View.ashx?M=A&ID=632648&GUID=EB9D2F54-CFA5-4972-97C9-2DE4FB124B8A,,
10,Performing Arts Committee,9/13/2018,,6:15 PM,Atrium Conference RoomSpecial Meeting,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=624830&GUID=4F962938-5445-42E0-9C86-88C4C53044D3,,,MeetingDetail.aspx?ID=624830&GUID=4F962938-5445-42E0-9C86-88C4C53044D3&Options=info&Search=,View.ashx?M=A&ID=624830&GUID=4F962938-5445-42E0-9C86-88C4C53044D3,View.ashx?M=M&ID=624830&GUID=4F962938-5445-42E0-9C86-88C4C53044D3,
11,Parks and Recreation Commission and Urban Forestry Board,9/12/2018,,7:00 PM,Senior Center - 266 Escuela Avenue,Meeting details,Agenda,Not available,Not available,,,View.ashx?M=IC&ID=631278&GUID=2343C21A-6F2E-4E0E-BEDD-F4655861C92F,,,MeetingDetail.aspx?ID=631278&GUID=2343C21A-6F2E-4E0E-BEDD-F4655861C92F&Options=info&Search=,View.ashx?M=A&ID=631278&GUID=2343C21A-6F2E-4E0E-BEDD-F4655861C92F,,
12,City Council,9/11/2018,,5:00 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewJOINT SPECIAL MEETING OF THE CITY COUNCIL AND SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609587&GUID=98FA0948-267E-4983-AE8D-42EF65FBCA3C,,,MeetingDetail.aspx?ID=609587&GUID=98FA0948-267E-4983-AE8D-42EF65FBCA3C&Options=info&Search=,View.ashx?M=A&ID=609587&GUID=98FA0948-267E-4983-AE8D-42EF65FBCA3C,View.ashx?M=M&ID=609587&GUID=98FA0948-267E-4983-AE8D-42EF65FBCA3C,#
13,City Council,9/11/2018,,5:00 PM,"Plaza Conference Room & Council Chambers, 500 Castro St., Mountain ViewSPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=639514&GUID=8B295F10-3B56-4629-A707-074B0CD0F218,,,,,View.ashx?M=M&ID=639514&GUID=8B295F10-3B56-4629-A707-074B0CD0F218,
14,Human Relations Commission,9/6/2018,,6:30 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=601446&GUID=C49AE38D-F2F1-4D96-AD74-54FC45FD215D,,,MeetingDetail.aspx?ID=601446&GUID=C49AE38D-F2F1-4D96-AD74-54FC45FD215D&Options=info&Search=,View.ashx?M=A&ID=601446&GUID=C49AE38D-F2F1-4D96-AD74-54FC45FD215D,View.ashx?M=M&ID=601446&GUID=C49AE38D-F2F1-4D96-AD74-54FC45FD215D,#
15,Environmental Planning Commission,9/5/2018,,7:00 PM,Council Chambers,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=631181&GUID=9EEDBFE1-0366-4A2C-85AE-35AC4CF3012D,,,MeetingDetail.aspx?ID=631181&GUID=9EEDBFE1-0366-4A2C-85AE-35AC4CF3012D&Options=info&Search=,View.ashx?M=A&ID=631181&GUID=9EEDBFE1-0366-4A2C-85AE-35AC4CF3012D,View.ashx?M=M&ID=631181&GUID=9EEDBFE1-0366-4A2C-85AE-35AC4CF3012D,#
16,City Council,9/4/2018,,5:00 PM,"Council Chambers - 500 Castro St., Mountain View, CA 94041SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY",Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=632132&GUID=5853083E-AC7F-40A8-911A-A5D1836DA0BB,,,,,View.ashx?M=M&ID=632132&GUID=5853083E-AC7F-40A8-911A-A5D1836DA0BB,
17,City Council,9/4/2018,,4:15 PM,Council Chambers & Plaza - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL AND THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=602461&GUID=99814051-1DFE-40BD-9BFC-E6DD65B80922,,,MeetingDetail.aspx?ID=602461&GUID=99814051-1DFE-40BD-9BFC-E6DD65B80922&Options=info&Search=,View.ashx?M=A&ID=602461&GUID=99814051-1DFE-40BD-9BFC-E6DD65B80922,View.ashx?M=M&ID=602461&GUID=99814051-1DFE-40BD-9BFC-E6DD65B80922,#
18,Rental Housing Committee,8/27/2018,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=609513&GUID=8FECF335-EAD9-4AFC-A4AF-D6A79A990A3E,,,MeetingDetail.aspx?ID=609513&GUID=8FECF335-EAD9-4AFC-A4AF-D6A79A990A3E&Options=info&Search=,View.ashx?M=A&ID=609513&GUID=8FECF335-EAD9-4AFC-A4AF-D6A79A990A3E,View.ashx?M=M&ID=609513&GUID=8FECF335-EAD9-4AFC-A4AF-D6A79A990A3E,#
19,Library Board,8/20/2018,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=621400&GUID=B12290DD-473C-484B-9DFE-30BA5E8F0EFF,,,MeetingDetail.aspx?ID=621400&GUID=B12290DD-473C-484B-9DFE-30BA5E8F0EFF&Options=info&Search=,,View.ashx?M=M&ID=621400&GUID=B12290DD-473C-484B-9DFE-30BA5E8F0EFF,
20,Performing Arts Committee,8/15/2018,,6:15 PM,Atrium Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=604016&GUID=8A9B0803-8058-490B-AF0C-56C05AC52A35,,,MeetingDetail.aspx?ID=604016&GUID=8A9B0803-8058-490B-AF0C-56C05AC52A35&Options=info&Search=,View.ashx?M=A&ID=604016&GUID=8A9B0803-8058-490B-AF0C-56C05AC52A35,View.ashx?M=M&ID=604016&GUID=8A9B0803-8058-490B-AF0C-56C05AC52A35,
21,Rental Housing Committee,7/23/2018,,7:00 PM,Council Chambers - 500 Castro St.,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=609512&GUID=E03271E5-193E-4BDD-B323-DD4EF0ECDC9C,,,,,,
22,Library Board,7/16/2018,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=612556&GUID=78EF7929-D529-42B3-BA77-77E7EADEE82B,,,MeetingDetail.aspx?ID=612556&GUID=78EF7929-D529-42B3-BA77-77E7EADEE82B&Options=info&Search=,,View.ashx?M=M&ID=612556&GUID=78EF7929-D529-42B3-BA77-77E7EADEE82B,
23,City Council,6/26/2018,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=620691&GUID=3AA1E999-7267-4DE0-86E2-E4EE860EA703,,,,,,
24,City Council,6/26/2018,,5:00 PM,Council Chambers - 500 Castro St.JOINT MEETING OF THE CITY COUNCIL (REGULAR) AND THE SHORELINE REGIONAL PARK COMMUNITY (SPECIAL),Meeting details,Agenda,Not available,Media,,,View.ashx?M=IC&ID=603927&GUID=316FE47C-26AA-443C-827D-1920D0802BF4,,,MeetingDetail.aspx?ID=603927&GUID=316FE47C-26AA-443C-827D-1920D0802BF4&Options=info&Search=,View.ashx?M=A&ID=603927&GUID=316FE47C-26AA-443C-827D-1920D0802BF4,,#
25,Environmental Planning Commission,6/20/2018,,7:00 PM,Plaza Conference Room,Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=610564&GUID=85A10020-9A01-4983-B0DB-E2DCA7F2A4AD,,,MeetingDetail.aspx?ID=610564&GUID=85A10020-9A01-4983-B0DB-E2DCA7F2A4AD&Options=info&Search=,View.ashx?M=A&ID=610564&GUID=85A10020-9A01-4983-B0DB-E2DCA7F2A4AD,View.ashx?M=M&ID=610564&GUID=85A10020-9A01-4983-B0DB-E2DCA7F2A4AD,#
26,Performing Arts Committee,6/20/2018,,6:15 PM,Atrium Conference Room,Meeting details,Agenda,Minutes,Not available,,,View.ashx?M=IC&ID=592197&GUID=9132AB98-A582-47F2-8314-7BAC54D176AF,,,MeetingDetail.aspx?ID=592197&GUID=9132AB98-A582-47F2-8314-7BAC54D176AF&Options=info&Search=,View.ashx?M=A&ID=592197&GUID=9132AB98-A582-47F2-8314-7BAC54D176AF,View.ashx?M=M&ID=592197&GUID=9132AB98-A582-47F2-8314-7BAC54D176AF,
27,City Council,6/19/2018,,6:30 PM,Council Chambers - 500 Castro St.SPECIAL MEETING OF THE SHORELINE REGIONAL PARK COMMUNITY,Meeting details,Not available,Minutes,Not available,,,View.ashx?M=IC&ID=620688&GUID=FBDA677E-889C-4F7E-BE9A-D9FE5E0B3D8D,,,,,View.ashx?M=M&ID=620688&GUID=FBDA677E-889C-4F7E-BE9A-D9FE5E0B3D8D,
28,City Council,6/19/2018,,4:45 PM,"Plaza & Council Chambers - 500 Castro St.JOINT SPECIAL MEETING OF THE CITY COUNCIL, SHORELINE REGIONAL PARK COMMUNITY, AND THE CITY OF MOUNTAIN VIEW CAPITAL IMPROVEMENTS FINANCING AUTHORITY",Meeting details,Agenda,Minutes,Media,,,View.ashx?M=IC&ID=603915&GUID=5DB6ADEE-3618-4879-B83B-EA827C76AD21,,,MeetingDetail.aspx?ID=603915&GUID=5DB6ADEE-3618-4879-B83B-EA827C76AD21&Options=info&Search=,View.ashx?M=A&ID=603915&GUID=5DB6ADEE-3618-4879-B83B-EA827C76AD21,View.ashx?M=M&ID=603915&GUID=5DB6ADEE-3618-4879-B83B-EA827C76AD21,#
29,Library Board,6/18/2018,,7:00 PM,Program Room - 2nd Floor,Meeting details,Not available,Not available,Not available,,,View.ashx?M=IC&ID=610973&GUID=0571C32B-BE10-4606-ADC1-0293259AC728,,,MeetingDetail.aspx?ID=610973&GUID=0571C32B-BE10-4606-ADC1-0293259AC728&Options=info&Search=,,,
