,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Audio/Video Text,Audio Text,Caption Notes Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Audio/Video URL,Audio URL,Caption Notes URL
35,Zoning Administrator Hearing,6/13/2018,,3:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=610765&GUID=53A3CF8E-E322-49DB-9C6A-E6B28762170A,,,MeetingDetail.aspx?ID=610765&GUID=53A3CF8E-E322-49DB-9C6A-E6B28762170A&Options=info&Search=,,,,,
36,City Council,6/12/2018,,5:30 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - 5:30 PM | Regular Meeting- 7 PM | Special Joint Meeting of the City Council and the Sunnyvale Financing Authority- 7 PM
(or as soon thereafter as the matter may be heard)",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=573852&GUID=0E8D49AE-356E-41A5-806C-093126D701CE,,,MeetingDetail.aspx?ID=573852&GUID=0E8D49AE-356E-41A5-806C-093126D701CE&Options=info&Search=,View.ashx?M=A&ID=573852&GUID=0E8D49AE-356E-41A5-806C-093126D701CE,View.ashx?M=M&ID=573852&GUID=0E8D49AE-356E-41A5-806C-093126D701CE,#,#,#
37,City Council,6/12/2018,,5:30 PM,Special Meeting (Audio Only)Special Council Meeting - 5:30 PM,Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=613635&GUID=D5AAB6E5-4824-43F8-9D12-374FC96886B9,,,MeetingDetail.aspx?ID=613635&GUID=D5AAB6E5-4824-43F8-9D12-374FC96886B9&Options=info&Search=,View.ashx?M=A&ID=613635&GUID=D5AAB6E5-4824-43F8-9D12-374FC96886B9,,#,#,#
38,Planning Commission,6/11/2018,,6:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6:00 PM | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=575381&GUID=3522B5E9-1AF1-4B98-B27D-BA9BAB817EFD,,,MeetingDetail.aspx?ID=575381&GUID=3522B5E9-1AF1-4B98-B27D-BA9BAB817EFD&Options=info&Search=,View.ashx?M=A&ID=575381&GUID=3522B5E9-1AF1-4B98-B27D-BA9BAB817EFD,View.ashx?M=M&ID=575381&GUID=3522B5E9-1AF1-4B98-B27D-BA9BAB817EFD,#,#,#
39,Planning Commission,6/11/2018,,6:00 PM,Special Meeting - Study Session (Audio Only)Study Session - 6:00 PM,Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=611106&GUID=D11E3373-C42F-484B-A5B9-A56F4D9578A8,,,MeetingDetail.aspx?ID=611106&GUID=D11E3373-C42F-484B-A5B9-A56F4D9578A8&Options=info&Search=,View.ashx?M=A&ID=611106&GUID=D11E3373-C42F-484B-A5B9-A56F4D9578A8,,#,#,#
40,Heritage Preservation Commission,6/6/2018,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=582143&GUID=0AFD9FA7-4155-4D15-BADC-EB06B70D91FB,,,MeetingDetail.aspx?ID=582143&GUID=0AFD9FA7-4155-4D15-BADC-EB06B70D91FB&Options=info&Search=,View.ashx?M=A&ID=582143&GUID=0AFD9FA7-4155-4D15-BADC-EB06B70D91FB,View.ashx?M=M&ID=582143&GUID=0AFD9FA7-4155-4D15-BADC-EB06B70D91FB,#,#,#
41,Community Event and Neighborhood Grant Distribution Subcommittee,6/5/2018,,3:00 PM,"Council Conference Room, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=596592&GUID=7252702A-4B6E-4CAD-A6DA-472C6AAD43F4,,,MeetingDetail.aspx?ID=596592&GUID=7252702A-4B6E-4CAD-A6DA-472C6AAD43F4&Options=info&Search=,View.ashx?M=A&ID=596592&GUID=7252702A-4B6E-4CAD-A6DA-472C6AAD43F4,View.ashx?M=M&ID=596592&GUID=7252702A-4B6E-4CAD-A6DA-472C6AAD43F4,#,#,#
42,Board of Library Trustees,6/4/2018,,7:00 PM,"Library Program Room, Sunnyvale Public Library, 665 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=587263&GUID=A787D8F6-F868-467C-A426-02B7F88421D0,,,MeetingDetail.aspx?ID=587263&GUID=A787D8F6-F868-467C-A426-02B7F88421D0&Options=info&Search=,View.ashx?M=A&ID=587263&GUID=A787D8F6-F868-467C-A426-02B7F88421D0,View.ashx?M=M&ID=587263&GUID=A787D8F6-F868-467C-A426-02B7F88421D0,#,#,#
43,Zoning Administrator Hearing,5/30/2018,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=591507&GUID=E68DEE77-0AB8-4A89-A38C-A0CA417D7EFC,,,MeetingDetail.aspx?ID=591507&GUID=E68DEE77-0AB8-4A89-A38C-A0CA417D7EFC&Options=info&Search=,View.ashx?M=A&ID=591507&GUID=E68DEE77-0AB8-4A89-A38C-A0CA417D7EFC,View.ashx?M=M&ID=591507&GUID=E68DEE77-0AB8-4A89-A38C-A0CA417D7EFC,,,
44,Planning Commission,5/29/2018,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Study Session Cancelled | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=576677&GUID=738539B2-54E2-471C-82FA-8E02FB1D9DAB,,,MeetingDetail.aspx?ID=576677&GUID=738539B2-54E2-471C-82FA-8E02FB1D9DAB&Options=info&Search=,View.ashx?M=A&ID=576677&GUID=738539B2-54E2-471C-82FA-8E02FB1D9DAB,View.ashx?M=M&ID=576677&GUID=738539B2-54E2-471C-82FA-8E02FB1D9DAB,#,#,#
45,City Council,5/25/2018,,8:30 AM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Budget Workshop",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=573851&GUID=05FFD6BC-DFFD-4956-83EB-446199F17F7E,,,MeetingDetail.aspx?ID=573851&GUID=05FFD6BC-DFFD-4956-83EB-446199F17F7E&Options=info&Search=,View.ashx?M=A&ID=573851&GUID=05FFD6BC-DFFD-4956-83EB-446199F17F7E,View.ashx?M=M&ID=573851&GUID=05FFD6BC-DFFD-4956-83EB-446199F17F7E,#,#,#
46,Climate Action Plan 2.0 Advisory Committee,5/24/2018,,6:30 PM,"Recreation Center Community Room, Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=601333&GUID=24DBF5F5-EB2C-4C23-8DFA-13F401BEF707,,,MeetingDetail.aspx?ID=601333&GUID=24DBF5F5-EB2C-4C23-8DFA-13F401BEF707&Options=info&Search=,View.ashx?M=A&ID=601333&GUID=24DBF5F5-EB2C-4C23-8DFA-13F401BEF707,View.ashx?M=M&ID=601333&GUID=24DBF5F5-EB2C-4C23-8DFA-13F401BEF707,#,#,#
47,Housing and Human Services Commission,5/23/2018,,7:00 PM,Meeting Canceled,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=575491&GUID=FD879D1E-EB0A-422C-8F13-846C808B7299,,,,,,,,
48,City Council,5/22/2018,,5:30 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Joint Study Session of Council with Parks and Recreation Commission- 5:30 PM | Special Meeting- 6:30 PM  | Regular Meeting- 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=573850&GUID=D285D865-A5E7-4890-9D99-F6B6D76CCC47,,,MeetingDetail.aspx?ID=573850&GUID=D285D865-A5E7-4890-9D99-F6B6D76CCC47&Options=info&Search=,View.ashx?M=A&ID=573850&GUID=D285D865-A5E7-4890-9D99-F6B6D76CCC47,View.ashx?M=M&ID=573850&GUID=D285D865-A5E7-4890-9D99-F6B6D76CCC47,#,#,#
49,Parks and Recreation Commission,5/22/2018,,5:30 PM,"Council Chambers, City Hall
456 W. Olive Ave.
Sunnyvale, CA 940865:30 P.M. SPECIAL JOINT COUNCIL AND PARKS AND RECREATION COMMISSION MEETING (Study Session)",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=605523&GUID=041EDE8A-F4AB-486A-BECB-5CEB7A0D734B,,,MeetingDetail.aspx?ID=605523&GUID=041EDE8A-F4AB-486A-BECB-5CEB7A0D734B&Options=info&Search=,View.ashx?M=A&ID=605523&GUID=041EDE8A-F4AB-486A-BECB-5CEB7A0D734B,,,,
50,Sustainability Commission,5/21/2018,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=575582&GUID=496EF38A-D801-4175-9903-3B4A4FB8BC4C,,,MeetingDetail.aspx?ID=575582&GUID=496EF38A-D801-4175-9903-3B4A4FB8BC4C&Options=info&Search=,View.ashx?M=A&ID=575582&GUID=496EF38A-D801-4175-9903-3B4A4FB8BC4C,View.ashx?M=M&ID=575582&GUID=496EF38A-D801-4175-9903-3B4A4FB8BC4C,#,#,#
51,Board of Library Trustees,5/21/2018,,7:00 PM,"Library Program Room, Sunnyvale Public Library, 665 W. Olive Ave., Sunnyvale, CA 94086Special Meeting",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=587262&GUID=4C714D6C-69A6-4E4B-AB24-1C05E176DAE1,,,MeetingDetail.aspx?ID=587262&GUID=4C714D6C-69A6-4E4B-AB24-1C05E176DAE1&Options=info&Search=,View.ashx?M=A&ID=587262&GUID=4C714D6C-69A6-4E4B-AB24-1C05E176DAE1,View.ashx?M=M&ID=587262&GUID=4C714D6C-69A6-4E4B-AB24-1C05E176DAE1,#,#,#
52,Bicycle and Pedestrian Advisory Commission,5/17/2018,,6:30 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=574311&GUID=C554A4AE-7228-42EE-B65D-2D54F8CAC0A9,,,MeetingDetail.aspx?ID=574311&GUID=C554A4AE-7228-42EE-B65D-2D54F8CAC0A9&Options=info&Search=,View.ashx?M=A&ID=574311&GUID=C554A4AE-7228-42EE-B65D-2D54F8CAC0A9,View.ashx?M=M&ID=574311&GUID=C554A4AE-7228-42EE-B65D-2D54F8CAC0A9,#,#,#
53,Arts Commission,5/16/2018,,7:00 PM,"Laurel Room - Senior Center, Sunnyvale Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087Special Meeting: Joint Meeting with Parks and Recreation Commission",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=586100&GUID=2D7CEE5E-C981-449A-A7E9-F2DF96C7C954,,,MeetingDetail.aspx?ID=586100&GUID=2D7CEE5E-C981-449A-A7E9-F2DF96C7C954&Options=info&Search=,View.ashx?M=A&ID=586100&GUID=2D7CEE5E-C981-449A-A7E9-F2DF96C7C954,View.ashx?M=M&ID=586100&GUID=2D7CEE5E-C981-449A-A7E9-F2DF96C7C954,#,#,#
54,Sustainability Commission,5/16/2018,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Sustainability Speaker Series event",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=586495&GUID=35587577-18FF-408F-8247-7680F1F3835A,,,MeetingDetail.aspx?ID=586495&GUID=35587577-18FF-408F-8247-7680F1F3835A&Options=info&Search=,View.ashx?M=A&ID=586495&GUID=35587577-18FF-408F-8247-7680F1F3835A,,,,
55,Parks and Recreation Commission,5/16/2018,,7:00 PM,"Laurel Room - Senior Center, Sunnyvale Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087Special Meeting: Joint Meeting with Arts Commission
LOCATION CHANGE",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=605570&GUID=E24AAFF0-1438-41AF-B9A9-C817C14567B1,,,MeetingDetail.aspx?ID=605570&GUID=E24AAFF0-1438-41AF-B9A9-C817C14567B1&Options=info&Search=,View.ashx?M=A&ID=605570&GUID=E24AAFF0-1438-41AF-B9A9-C817C14567B1,View.ashx?M=M&ID=605570&GUID=E24AAFF0-1438-41AF-B9A9-C817C14567B1,#,#,#
56,Housing and Human Services Commission,5/16/2018,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=605775&GUID=E5B13EAA-360D-4136-A230-7395A1A8178B,,,MeetingDetail.aspx?ID=605775&GUID=E5B13EAA-360D-4136-A230-7395A1A8178B&Options=info&Search=,View.ashx?M=A&ID=605775&GUID=E5B13EAA-360D-4136-A230-7395A1A8178B,View.ashx?M=M&ID=605775&GUID=E5B13EAA-360D-4136-A230-7395A1A8178B,#,#,#
57,Sunnyvale El Camino Real Corridor Plan Advisory Committee,5/16/2018,,7:00 PM,"West Conference Room, 456 W. Olive Avenue, Sunnyvale, CA 94086",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=606886&GUID=13193B81-946F-49FF-86A1-83A830C1BCBD,,,,,,,,
58,Special Events,5/16/2018,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Sustainability Speaker Series Event: Hidden in Plain Bite",Meeting details,Special Event,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=607002&GUID=7129A4B8-74C3-4669-B6B6-2A4D8626ED2A,,,MeetingDetail.aspx?ID=607002&GUID=7129A4B8-74C3-4669-B6B6-2A4D8626ED2A&Options=info&Search=,View.ashx?M=A&ID=607002&GUID=7129A4B8-74C3-4669-B6B6-2A4D8626ED2A,,#,#,#
59,Parks and Recreation Commission,5/16/2018,,6:45 PM,"Laurel Room - Senior Center, Sunnyvale Community Center, 550 E. Remington Dr., Sunnyvale, CA 94087Special Meeting
LOCATION CHANGE",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=605562&GUID=230EE83A-6E4B-4D78-960F-593B4DB9A558,,,MeetingDetail.aspx?ID=605562&GUID=230EE83A-6E4B-4D78-960F-593B4DB9A558&Options=info&Search=,View.ashx?M=A&ID=605562&GUID=230EE83A-6E4B-4D78-960F-593B4DB9A558,View.ashx?M=M&ID=605562&GUID=230EE83A-6E4B-4D78-960F-593B4DB9A558,#,#,#
60,Zoning Administrator Hearing,5/16/2018,,3:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=591506&GUID=C4961D90-594D-4E04-8297-751BB8E7A875,,,,,,,,
61,City Council,5/15/2018,,5:30 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Closed Session-5:30 PM | Special Meeting: Board and Commission Interviews",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=573849&GUID=4010ADB3-F551-4C18-BF48-199CCD1D91FA,,,MeetingDetail.aspx?ID=573849&GUID=4010ADB3-F551-4C18-BF48-199CCD1D91FA&Options=info&Search=,View.ashx?M=A&ID=573849&GUID=4010ADB3-F551-4C18-BF48-199CCD1D91FA,View.ashx?M=M&ID=573849&GUID=4010ADB3-F551-4C18-BF48-199CCD1D91FA,,,
62,Planning Commission,5/14/2018,,6:30 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting - Study Session - 6:30 PM | Special Meeting - Public Hearing 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=575380&GUID=1617C7CE-74E7-4D2F-A640-2F60A7721FB8,,,MeetingDetail.aspx?ID=575380&GUID=1617C7CE-74E7-4D2F-A640-2F60A7721FB8&Options=info&Search=,View.ashx?M=A&ID=575380&GUID=1617C7CE-74E7-4D2F-A640-2F60A7721FB8,View.ashx?M=M&ID=575380&GUID=1617C7CE-74E7-4D2F-A640-2F60A7721FB8,#,#,#
63,Planning Commission,5/14/2018,,6:30 PM,Special Meeting - Study Session (Audio Only)Study Session - 6:30 PM,Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=607866&GUID=8A7C7B47-8D57-4363-A4F5-8ACD77DDE52B,,,MeetingDetail.aspx?ID=607866&GUID=8A7C7B47-8D57-4363-A4F5-8ACD77DDE52B&Options=info&Search=,View.ashx?M=A&ID=607866&GUID=8A7C7B47-8D57-4363-A4F5-8ACD77DDE52B,,#,#,#
64,Charter Review Committee,5/10/2018,,6:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=588227&GUID=E50BDF76-483C-4ECC-B682-D201104BFF86,,,,,,,,
65,Parks and Recreation Commission,5/9/2018,,7:00 PM,MEETING CANCELLED,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=586031&GUID=F077925A-262F-429D-8970-AF253B0EFCA9,,,,,,,,
66,City Council,5/8/2018,,5:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Closed Session- Joint Council and Successor Agency-5 PM| Closed Sessions- 5:30 PM | Regular Meeting- 7 PM",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=573847&GUID=3BB4C75D-2DAB-46E7-808F-18AB74997B50,,,MeetingDetail.aspx?ID=573847&GUID=3BB4C75D-2DAB-46E7-808F-18AB74997B50&Options=info&Search=,View.ashx?M=A&ID=573847&GUID=3BB4C75D-2DAB-46E7-808F-18AB74997B50,View.ashx?M=M&ID=573847&GUID=3BB4C75D-2DAB-46E7-808F-18AB74997B50,#,#,#
67,Board of Library Trustees,5/7/2018,,7:00 PM,MEETING CANCELLED,Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=587261&GUID=B8869016-0210-48C5-9B48-35B471AE6CB8,,,MeetingDetail.aspx?ID=587261&GUID=B8869016-0210-48C5-9B48-35B471AE6CB8&Options=info&Search=,View.ashx?M=A&ID=587261&GUID=B8869016-0210-48C5-9B48-35B471AE6CB8,,,,
68,Climate Action Plan 2.0 Advisory Committee,5/3/2018,,6:30 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=601332&GUID=1E2E1004-994F-4752-B5C4-273307155635,,,MeetingDetail.aspx?ID=601332&GUID=1E2E1004-994F-4752-B5C4-273307155635&Options=info&Search=,View.ashx?M=A&ID=601332&GUID=1E2E1004-994F-4752-B5C4-273307155635,View.ashx?M=M&ID=601332&GUID=1E2E1004-994F-4752-B5C4-273307155635,#,#,#
69,Heritage Preservation Commission,5/2/2018,,7:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=582142&GUID=4FEEF796-7DBD-4EC8-859D-9C8DE29C1B36,,,MeetingDetail.aspx?ID=582142&GUID=4FEEF796-7DBD-4EC8-859D-9C8DE29C1B36&Options=info&Search=,View.ashx?M=A&ID=582142&GUID=4FEEF796-7DBD-4EC8-859D-9C8DE29C1B36,View.ashx?M=M&ID=582142&GUID=4FEEF796-7DBD-4EC8-859D-9C8DE29C1B36,#,#,#
70,Parks and Recreation Commission,5/1/2018,,7:00 PM,"Council Chambers, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086MEETING CANCELLED",Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=573846&GUID=578B1307-12AC-44FA-8F2D-FF2AFF98B611,,,,,,,,
71,Charter Review Committee,4/26/2018,,6:00 PM,"Human Resources Training Room, 505 W. Olive Avenue, Suite 202, Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=588226&GUID=1BB97C9E-0C10-448D-A963-1C074FFEFD63,,,MeetingDetail.aspx?ID=588226&GUID=1BB97C9E-0C10-448D-A963-1C074FFEFD63&Options=info&Search=,View.ashx?M=A&ID=588226&GUID=1BB97C9E-0C10-448D-A963-1C074FFEFD63,View.ashx?M=M&ID=588226&GUID=1BB97C9E-0C10-448D-A963-1C074FFEFD63,#,#,#
72,Board of Library Trustees,4/26/2018,,6:00 PM,"Lakewood Elementary School
750 Lakechime Dr., Sunnyvale CA 94089Special Meeting: Lakewood Branch Library and Learning Center 
Community Table Event",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=602447&GUID=45F50F5B-52B7-4A00-9275-1B3E9EB36D90,,,MeetingDetail.aspx?ID=602447&GUID=45F50F5B-52B7-4A00-9275-1B3E9EB36D90&Options=info&Search=,View.ashx?M=A&ID=602447&GUID=45F50F5B-52B7-4A00-9275-1B3E9EB36D90,,,,
73,Parks and Recreation Commission,4/26/2018,,6:00 PM,"Lakewood Elementary School
750 Lakechime Dr., Sunnyvale CA 94089Special Meeting: Lakewood Branch Library and Learning Center
 Community Table Event",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=602538&GUID=384EEFEE-CD1E-41E8-9B56-1A8DA7191BC0,,,MeetingDetail.aspx?ID=602538&GUID=384EEFEE-CD1E-41E8-9B56-1A8DA7191BC0&Options=info&Search=,View.ashx?M=A&ID=602538&GUID=384EEFEE-CD1E-41E8-9B56-1A8DA7191BC0,,,,
74,City Council,4/26/2018,,6:00 PM,"Lakewood Elementary School
750 Lakechime Dr., Sunnyvale CA 94089Special Meeting: Lakewood Branch Library and Learning Center
Community Table Event",Meeting details,Agenda,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=602539&GUID=7F97A36E-CCE7-4C5F-95BD-2A9F45194105,,,MeetingDetail.aspx?ID=602539&GUID=7F97A36E-CCE7-4C5F-95BD-2A9F45194105&Options=info&Search=,View.ashx?M=A&ID=602539&GUID=7F97A36E-CCE7-4C5F-95BD-2A9F45194105,,,,
75,Housing and Human Services Commission,4/25/2018,,7:00 PM,Meeting Canceled,Meeting details,Not available,Not available,Not available,Not available,Not available,,,View.ashx?M=IC&ID=575501&GUID=470E80D9-7E2E-431E-9615-C6A550CA347E,,,,,,,,
76,Zoning Administrator Hearing,4/25/2018,,3:00 PM,"West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086",Meeting details,Agenda,Minutes,Not available,Not available,Not available,,,View.ashx?M=IC&ID=591432&GUID=7AFE44F4-3CF2-4E8A-AD6E-8B9467F4FB80,,,MeetingDetail.aspx?ID=591432&GUID=7AFE44F4-3CF2-4E8A-AD6E-8B9467F4FB80&Options=info&Search=,View.ashx?M=A&ID=591432&GUID=7AFE44F4-3CF2-4E8A-AD6E-8B9467F4FB80,View.ashx?M=M&ID=591432&GUID=7AFE44F4-3CF2-4E8A-AD6E-8B9467F4FB80,,,
77,City Council,4/24/2018,,6:00 PM,Special Meeting - Study Session (Audio Only)Study Session - 6 PM,Meeting details,Agenda,Not available,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=604999&GUID=2F8182C0-4A1F-4D5B-BEE0-3CEEA8A8BBFE,,,MeetingDetail.aspx?ID=604999&GUID=2F8182C0-4A1F-4D5B-BEE0-3CEEA8A8BBFE&Options=info&Search=,View.ashx?M=A&ID=604999&GUID=2F8182C0-4A1F-4D5B-BEE0-3CEEA8A8BBFE,,#,#,#
78,City Council,4/24/2018,,5:00 PM,"Council Chambers and West Conference Room, City Hall, 456 W. Olive Ave., Sunnyvale, CA 94086Special Meeting: Closed Session-5 PM | Study Session-6 PM | Regular Meeting-7 PM | Special Meeting: Redevelopment Successor Agency-immediately following City Council meeting",Meeting details,Agenda,Minutes,Audio/Video,AudioDownload,Caption Notes,,,View.ashx?M=IC&ID=573845&GUID=176EE781-FF19-4E69-BB09-699569C49742,,,MeetingDetail.aspx?ID=573845&GUID=176EE781-FF19-4E69-BB09-699569C49742&Options=info&Search=,View.ashx?M=A&ID=573845&GUID=176EE781-FF19-4E69-BB09-699569C49742,View.ashx?M=M&ID=573845&GUID=176EE781-FF19-4E69-BB09-699569C49742,#,#,#
