,Name Text,Meeting Date Text, Text,Meeting Time Text,Meeting Location Text,Meeting Details Text,Agenda Text,Minutes Text,Video/Audio Text,Name URL,Meeting Date URL, URL,Meeting Time URL,Meeting Location URL,Meeting Details URL,Agenda URL,Minutes URL,Video/Audio URL
89,City Council,12/10/2018,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting in Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=651368&GUID=632578D4-56B9-468A-A437-DC7AE2352435,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=651368&GUID=632578D4-56B9-468A-A437-DC7AE2352435&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=651368&GUID=632578D4-56B9-468A-A437-DC7AE2352435,,
90,Board of Zoning Adjustments,12/6/2018,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=652393&GUID=64AE048E-9D40-4C67-95DD-0918A3F177C4,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=652393&GUID=64AE048E-9D40-4C67-95DD-0918A3F177C4&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=652393&GUID=64AE048E-9D40-4C67-95DD-0918A3F177C4,,
91,Recreation and Parks Commission,12/5/2018,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=654413&GUID=DD495A1B-1003-4C4A-999A-8566C224A172,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=654413&GUID=DD495A1B-1003-4C4A-999A-8566C224A172&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=654413&GUID=DD495A1B-1003-4C4A-999A-8566C224A172,,
92,Facilities & Transportation Committee,12/5/2018,,4:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=653211&GUID=A9CC768A-DE0F-4D02-A9EB-26D561934ED0,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=653211&GUID=A9CC768A-DE0F-4D02-A9EB-26D561934ED0&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=653211&GUID=A9CC768A-DE0F-4D02-A9EB-26D561934ED0,https://sanleandro.legistar.com/View.ashx?M=M&ID=653211&GUID=A9CC768A-DE0F-4D02-A9EB-26D561934ED0,https://sanleandro.legistar.com/#
93,Youth Advisory Commission,12/4/2018,,6:15 PM,Marina Community Center 15301 Wicks Blvd.MEETING CANCELLED,Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=654871&GUID=AA103B04-8789-4D20-B06F-F38BF5C0DB37,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=654871&GUID=AA103B04-8789-4D20-B06F-F38BF5C0DB37&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=654871&GUID=AA103B04-8789-4D20-B06F-F38BF5C0DB37,https://sanleandro.legistar.com/View.ashx?M=M&ID=654871&GUID=AA103B04-8789-4D20-B06F-F38BF5C0DB37,
94,Finance Committee,12/4/2018,,5:30 PM,"City Hall, Sister Cities GalleryMEETING CANCELLED",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=654820&GUID=C9F22E46-143F-4B26-AF24-CB695725A51A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=654820&GUID=C9F22E46-143F-4B26-AF24-CB695725A51A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=654820&GUID=C9F22E46-143F-4B26-AF24-CB695725A51A,,
95,City Council,12/3/2018,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=643482&GUID=E27FDBE3-C48D-4AB0-84D3-8D7728F759D2,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=643482&GUID=E27FDBE3-C48D-4AB0-84D3-8D7728F759D2&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=643482&GUID=E27FDBE3-C48D-4AB0-84D3-8D7728F759D2,https://sanleandro.legistar.com/View.ashx?M=M&ID=643482&GUID=E27FDBE3-C48D-4AB0-84D3-8D7728F759D2,https://sanleandro.legistar.com/#
96,Human Services Commission,11/28/2018,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=646094&GUID=1FAFD58E-7D8A-4E41-9E9D-4A4473E515B9,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=646094&GUID=1FAFD58E-7D8A-4E41-9E9D-4A4473E515B9&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=646094&GUID=1FAFD58E-7D8A-4E41-9E9D-4A4473E515B9,,https://sanleandro.legistar.com/#
97,Arts Commission,11/28/2018,,6:30 PM,"Civic Center, South Offices",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=648995&GUID=2C467338-FA3E-4E4E-9CB2-09E412C9EE0E,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=648995&GUID=2C467338-FA3E-4E4E-9CB2-09E412C9EE0E&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=648995&GUID=2C467338-FA3E-4E4E-9CB2-09E412C9EE0E,https://sanleandro.legistar.com/View.ashx?M=M&ID=648995&GUID=2C467338-FA3E-4E4E-9CB2-09E412C9EE0E,https://sanleandro.legistar.com/#
98,Rent Review Board,11/27/2018,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=649795&GUID=0D06C7B2-3413-4ACF-8994-2AB6031C27C7,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=649795&GUID=0D06C7B2-3413-4ACF-8994-2AB6031C27C7&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=649795&GUID=0D06C7B2-3413-4ACF-8994-2AB6031C27C7,,
99,Rules Committee,11/26/2018,,8:30 AM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=652015&GUID=25E3D420-B412-4BBA-8D64-0B0AB4E33121,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=652015&GUID=25E3D420-B412-4BBA-8D64-0B0AB4E33121&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=652015&GUID=25E3D420-B412-4BBA-8D64-0B0AB4E33121,,https://sanleandro.legistar.com/#
0,Library-Historical Commission,11/20/2018,,7:00 PM,"Main Library, Conference Room B",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=673539&GUID=CFDA766D-32C1-4684-8F0A-066E4F516CD8,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=673539&GUID=CFDA766D-32C1-4684-8F0A-066E4F516CD8&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=673539&GUID=CFDA766D-32C1-4684-8F0A-066E4F516CD8,https://sanleandro.legistar.com/View.ashx?M=M&ID=673539&GUID=CFDA766D-32C1-4684-8F0A-066E4F516CD8,
1,City Council,11/19/2018,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=643481&GUID=94EC5727-8B08-4DE1-B7B9-EF3D8C145C8B,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=643481&GUID=94EC5727-8B08-4DE1-B7B9-EF3D8C145C8B&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=643481&GUID=94EC5727-8B08-4DE1-B7B9-EF3D8C145C8B,https://sanleandro.legistar.com/View.ashx?M=M&ID=643481&GUID=94EC5727-8B08-4DE1-B7B9-EF3D8C145C8B,https://sanleandro.legistar.com/#
2,City Council,11/19/2018,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting in Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=650065&GUID=95EF7629-F6E3-43FF-830F-B8B2163607BA,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=650065&GUID=95EF7629-F6E3-43FF-830F-B8B2163607BA&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=650065&GUID=95EF7629-F6E3-43FF-830F-B8B2163607BA,,
3,Planning Commission,11/15/2018,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=647729&GUID=000A24BF-4CFB-4D58-B123-C37E0B68D0DA,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=647729&GUID=000A24BF-4CFB-4D58-B123-C37E0B68D0DA&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=647729&GUID=000A24BF-4CFB-4D58-B123-C37E0B68D0DA,https://sanleandro.legistar.com/View.ashx?M=M&ID=647729&GUID=000A24BF-4CFB-4D58-B123-C37E0B68D0DA,https://sanleandro.legistar.com/#
4,Senior Commission,11/15/2018,,10:00 AM,Senior Community Center 13909 E. 14th St.,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=648959&GUID=A6B9403F-5696-4FB4-9DCA-A689856B8F4B,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=648959&GUID=A6B9403F-5696-4FB4-9DCA-A689856B8F4B&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=648959&GUID=A6B9403F-5696-4FB4-9DCA-A689856B8F4B,https://sanleandro.legistar.com/View.ashx?M=M&ID=648959&GUID=A6B9403F-5696-4FB4-9DCA-A689856B8F4B,https://sanleandro.legistar.com/#
5,Facilities & Transportation Committee,11/14/2018,,2:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=644814&GUID=1D0BDB46-0A14-47C5-903C-DD93AA6DD37D,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=644814&GUID=1D0BDB46-0A14-47C5-903C-DD93AA6DD37D&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=644814&GUID=1D0BDB46-0A14-47C5-903C-DD93AA6DD37D,https://sanleandro.legistar.com/View.ashx?M=M&ID=644814&GUID=1D0BDB46-0A14-47C5-903C-DD93AA6DD37D,https://sanleandro.legistar.com/#
6,City Council,11/13/2018,,7:00 PM,City Council ChambersWork Session,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=643480&GUID=74F8520D-A68F-4EC7-ABB8-5278D3234BBF,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=643480&GUID=74F8520D-A68F-4EC7-ABB8-5278D3234BBF&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=643480&GUID=74F8520D-A68F-4EC7-ABB8-5278D3234BBF,,https://sanleandro.legistar.com/#
7,Finance Committee,11/13/2018,,5:30 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=649389&GUID=97750DBD-2F87-4B87-9043-9026D8C33B1A,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=649389&GUID=97750DBD-2F87-4B87-9043-9026D8C33B1A&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=649389&GUID=97750DBD-2F87-4B87-9043-9026D8C33B1A,https://sanleandro.legistar.com/View.ashx?M=M&ID=649389&GUID=97750DBD-2F87-4B87-9043-9026D8C33B1A,https://sanleandro.legistar.com/#
8,Recreation and Parks Commission,11/7/2018,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=646597&GUID=C9EA50D8-6785-429C-903C-DF7615CA78CB,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=646597&GUID=C9EA50D8-6785-429C-903C-DF7615CA78CB&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=646597&GUID=C9EA50D8-6785-429C-903C-DF7615CA78CB,,
9,City Council,11/5/2018,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=643479&GUID=CA430D08-0FAA-447B-B1EA-07918806C043,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=643479&GUID=CA430D08-0FAA-447B-B1EA-07918806C043&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=643479&GUID=CA430D08-0FAA-447B-B1EA-07918806C043,https://sanleandro.legistar.com/View.ashx?M=M&ID=643479&GUID=CA430D08-0FAA-447B-B1EA-07918806C043,https://sanleandro.legistar.com/#
10,Board of Zoning Adjustments,11/1/2018,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=644103&GUID=95E338F1-CF33-42CA-A972-515A8B229E38,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=644103&GUID=95E338F1-CF33-42CA-A972-515A8B229E38&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=644103&GUID=95E338F1-CF33-42CA-A972-515A8B229E38,,
11,Disaster Council,10/30/2018,,9:00 AM,"Civic Center, South Offices",Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=642929&GUID=B5236631-79B1-4CDB-A807-8AECD9514972,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=642929&GUID=B5236631-79B1-4CDB-A807-8AECD9514972&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=642929&GUID=B5236631-79B1-4CDB-A807-8AECD9514972,,https://sanleandro.legistar.com/#
12,Human Services Commission,10/24/2018,,7:00 PM,"City Hall, Sister Cities GalleryMEETING CANCELED",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=638925&GUID=176CA4CB-2247-4531-B018-4E437B20D0BA,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=638925&GUID=176CA4CB-2247-4531-B018-4E437B20D0BA&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=638925&GUID=176CA4CB-2247-4531-B018-4E437B20D0BA,,
13,Arts Commission,10/24/2018,,6:30 PM,"Civic Center, South Offices",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=644811&GUID=082F2B6B-5309-4530-8B50-E59D98F50F1B,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=644811&GUID=082F2B6B-5309-4530-8B50-E59D98F50F1B&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=644811&GUID=082F2B6B-5309-4530-8B50-E59D98F50F1B,https://sanleandro.legistar.com/View.ashx?M=M&ID=644811&GUID=082F2B6B-5309-4530-8B50-E59D98F50F1B,https://sanleandro.legistar.com/#
14,Rent Review Board,10/23/2018,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=643094&GUID=DFBE12E1-6D09-43D9-ADBF-22173235EAD4,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=643094&GUID=DFBE12E1-6D09-43D9-ADBF-22173235EAD4&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=643094&GUID=DFBE12E1-6D09-43D9-ADBF-22173235EAD4,,
15,Rules Committee,10/22/2018,,8:30 AM,South Offices Conference Room,Meeting details,Agenda,Not available,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=643123&GUID=70442E9E-E117-4D5D-A54C-8C5106720E8B,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=643123&GUID=70442E9E-E117-4D5D-A54C-8C5106720E8B&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=643123&GUID=70442E9E-E117-4D5D-A54C-8C5106720E8B,,https://sanleandro.legistar.com/#
16,Planning Commission,10/18/2018,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=631666&GUID=FA1C372E-B6CE-4282-927A-845D858D42E8,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=631666&GUID=FA1C372E-B6CE-4282-927A-845D858D42E8&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=631666&GUID=FA1C372E-B6CE-4282-927A-845D858D42E8,,
17,Personnel Relations Board,10/18/2018,,5:30 PM,"City Hall, Human Resources Conference Room",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=643356&GUID=F832DF4E-D67A-40F6-9067-93FF8C0DC645,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=643356&GUID=F832DF4E-D67A-40F6-9067-93FF8C0DC645&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=643356&GUID=F832DF4E-D67A-40F6-9067-93FF8C0DC645,https://sanleandro.legistar.com/View.ashx?M=M&ID=643356&GUID=F832DF4E-D67A-40F6-9067-93FF8C0DC645,
18,Senior Commission,10/18/2018,,10:00 AM,Senior Community Center 13909 E. 14th St.,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=642369&GUID=B4AFB27D-C0B7-4C27-A3D2-3BBC7EFE28B7,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=642369&GUID=B4AFB27D-C0B7-4C27-A3D2-3BBC7EFE28B7&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=642369&GUID=B4AFB27D-C0B7-4C27-A3D2-3BBC7EFE28B7,https://sanleandro.legistar.com/View.ashx?M=M&ID=642369&GUID=B4AFB27D-C0B7-4C27-A3D2-3BBC7EFE28B7,https://sanleandro.legistar.com/#
19,Library-Historical Commission,10/16/2018,,7:00 PM,"Main Library, Conference Room B",Meeting details,Agenda,Minutes,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=673538&GUID=0735E045-6ACA-4E48-A0F8-6CD1C6AF9FB2,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=673538&GUID=0735E045-6ACA-4E48-A0F8-6CD1C6AF9FB2&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=673538&GUID=0735E045-6ACA-4E48-A0F8-6CD1C6AF9FB2,https://sanleandro.legistar.com/View.ashx?M=M&ID=673538&GUID=0735E045-6ACA-4E48-A0F8-6CD1C6AF9FB2,
20,City Council,10/15/2018,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=627532&GUID=7797E0FB-E9D7-4D80-AC44-E5DCDD533B70,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=627532&GUID=7797E0FB-E9D7-4D80-AC44-E5DCDD533B70&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=627532&GUID=7797E0FB-E9D7-4D80-AC44-E5DCDD533B70,https://sanleandro.legistar.com/View.ashx?M=M&ID=627532&GUID=7797E0FB-E9D7-4D80-AC44-E5DCDD533B70,https://sanleandro.legistar.com/#
21,City Council,10/15/2018,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=641768&GUID=F536A80A-0A40-4DBE-BB74-E3715E7CAD1E,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=641768&GUID=F536A80A-0A40-4DBE-BB74-E3715E7CAD1E&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=641768&GUID=F536A80A-0A40-4DBE-BB74-E3715E7CAD1E,,
22,Finance Committee,10/9/2018,,5:30 PM,"City Hall, Sister Cities GalleryMeeting Cancelled",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=639389&GUID=2B2E5D57-52C7-4A84-9AC4-50A673737360,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=639389&GUID=2B2E5D57-52C7-4A84-9AC4-50A673737360&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=639389&GUID=2B2E5D57-52C7-4A84-9AC4-50A673737360,,
23,City Council,10/8/2018,,7:00 PM,City Council ChambersWork Session,Meeting details,Not available,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=627533&GUID=2BD0F59C-73F0-4526-8751-901F34F2EC5C,,,,,,
24,Board of Zoning Adjustments,10/4/2018,,7:00 PM,City Council ChambersMEETING CANCELLED,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=631667&GUID=A4B06029-7294-4760-964B-F496DAB31606,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=631667&GUID=A4B06029-7294-4760-964B-F496DAB31606&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=631667&GUID=A4B06029-7294-4760-964B-F496DAB31606,,
25,Recreation and Parks Commission,10/3/2018,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=640870&GUID=988D7BAD-2835-417C-8AD4-396026E7E857,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=640870&GUID=988D7BAD-2835-417C-8AD4-396026E7E857&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=640870&GUID=988D7BAD-2835-417C-8AD4-396026E7E857,,
26,Facilities & Transportation Committee,10/3/2018,,4:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=639474&GUID=BF09ABE4-1B67-4D7F-9AB2-D42331964923,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=639474&GUID=BF09ABE4-1B67-4D7F-9AB2-D42331964923&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=639474&GUID=BF09ABE4-1B67-4D7F-9AB2-D42331964923,https://sanleandro.legistar.com/View.ashx?M=M&ID=639474&GUID=BF09ABE4-1B67-4D7F-9AB2-D42331964923,https://sanleandro.legistar.com/#
27,City Council,10/1/2018,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=639515&GUID=497BA3FC-94D6-4F9B-9468-7A0CA8FF9A49,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=639515&GUID=497BA3FC-94D6-4F9B-9468-7A0CA8FF9A49&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=639515&GUID=497BA3FC-94D6-4F9B-9468-7A0CA8FF9A49,https://sanleandro.legistar.com/View.ashx?M=M&ID=639515&GUID=497BA3FC-94D6-4F9B-9468-7A0CA8FF9A49,https://sanleandro.legistar.com/#
28,City Council,10/1/2018,,5:30 PM,City Manager's Large Conference RoomSpecial Meeting and Closed Session,Meeting details,Agenda,Not available,Not available,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=639643&GUID=C49E7C36-0533-446C-B982-A76C6B7CE019,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=639643&GUID=C49E7C36-0533-446C-B982-A76C6B7CE019&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=639643&GUID=C49E7C36-0533-446C-B982-A76C6B7CE019,,
29,Human Services Commission,9/26/2018,,7:00 PM,"City Hall, Sister Cities Gallery",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=638924&GUID=28C27EB5-34B4-4292-8181-F73A3A121776,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=638924&GUID=28C27EB5-34B4-4292-8181-F73A3A121776&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=638924&GUID=28C27EB5-34B4-4292-8181-F73A3A121776,https://sanleandro.legistar.com/View.ashx?M=M&ID=638924&GUID=28C27EB5-34B4-4292-8181-F73A3A121776,https://sanleandro.legistar.com/#
30,Arts Commission,9/26/2018,,6:30 PM,"Civic Center, South Offices",Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=632619&GUID=368A79AA-E9E9-40A8-A305-3A33A0C9A8D5,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=632619&GUID=368A79AA-E9E9-40A8-A305-3A33A0C9A8D5&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=632619&GUID=368A79AA-E9E9-40A8-A305-3A33A0C9A8D5,https://sanleandro.legistar.com/View.ashx?M=M&ID=632619&GUID=368A79AA-E9E9-40A8-A305-3A33A0C9A8D5,https://sanleandro.legistar.com/#
31,Rent Review Board,9/25/2018,,7:00 PM,City Council Chambers,Meeting details,Agenda,Minutes,Play,,,https://sanleandro.legistar.com/View.ashx?M=IC&ID=639613&GUID=130A033B-F8FC-48D4-A5DF-BEB324B5A8E9,,,https://sanleandro.legistar.com/MeetingDetail.aspx?ID=639613&GUID=130A033B-F8FC-48D4-A5DF-BEB324B5A8E9&Options=info&Search=,https://sanleandro.legistar.com/View.ashx?M=A&ID=639613&GUID=130A033B-F8FC-48D4-A5DF-BEB324B5A8E9,https://sanleandro.legistar.com/View.ashx?M=M&ID=639613&GUID=130A033B-F8FC-48D4-A5DF-BEB324B5A8E9,https://sanleandro.legistar.com/#
