,city,committee,date,doc_type,url,local_path_pdf,local_path_txt,meeting_type,cancelled,month,time,doc_format,local_path_html
Biggs_2019-07-09_City-Council_Minutes,Biggs,City Council,2019-07-09 00:00:00,Minutes,https://www.biggs-ca.gov/documents/7-9-19 Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_City-Council_Minutes.txt,Regular,,,,,
Biggs_2019-07-09_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2019-07-09 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/7-9-19 Regular Mtg Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-07-09_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2019-07-09 00:00:00,Minutes,https://www.biggs-ca.gov/documents/7-9-19 Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-07-09_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2019-07-01_City-Council_Agenda,Gridley,City Council,2019-07-01 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/7-1-19_agenda1.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-07-01_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-07-01_City-Council_Agenda.txt,,,,,,
Gridley_2019-07-01_City-Council_Minutes,Gridley,City Council,2019-07-01 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/7-1-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-07-01_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-07-01_City-Council_Minutes.txt,,,,,,
Gridley_2019-06-17_City-Council_Agenda,Gridley,City Council,2019-06-17 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/6-17-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-17_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-17_City-Council_Agenda.txt,,,,,,
Gridley_2019-06-17_City-Council_Minutes,Gridley,City Council,2019-06-17 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/6-17-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-17_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-17_City-Council_Minutes.txt,,,,,,
Biggs_2019-06-11_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2019-06-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/6-11-19 Regular Mtg Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-06-11_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-06-11_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-06-11_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2019-06-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/19-06-11 Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-06-11_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-06-11_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2019-06-03_City-Council_Agenda,Gridley,City Council,2019-06-03 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/6-3-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-03_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-03_City-Council_Agenda.txt,,,,,,
Gridley_2019-06-03_City-Council_Minutes,Gridley,City Council,2019-06-03 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/6-3-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-03_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-06-03_City-Council_Minutes.txt,,,,,,
Gridley_2019-05-20_City-Council_Agenda,Gridley,City Council,2019-05-20 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/5-20-19_amended_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-20_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-20_City-Council_Agenda.txt,,,,,,
Gridley_2019-05-20_City-Council_Minutes,Gridley,City Council,2019-05-20 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/5-20-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-20_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-20_City-Council_Minutes.txt,,,,,,
Biggs_2019-05-14_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2019-05-14 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/ag-05-14-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-14_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-14_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-05-14_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2019-05-14 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/min-05-14-19.pdf.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-14_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-14_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2019-05-07_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2019-05-07 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/ag-05-07-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-07_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-07_Special-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-05-07_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2019-05-07 00:00:00,Minutes,https://www.biggs-ca.gov/documents/19-05-07 Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-07_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-05-07_Special-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2019-05-06_City-Council_Agenda,Gridley,City Council,2019-05-06 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/5-6-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-06_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-06_City-Council_Agenda.txt,,,,,,
Gridley_2019-05-06_City-Council_Minutes,Gridley,City Council,2019-05-06 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/5-6-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-06_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-05-06_City-Council_Minutes.txt,,,,,,
Gridley_2019-04-15_City-Council_Agenda,Gridley,City Council,2019-04-15 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/4-15-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-15_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-15_City-Council_Agenda.txt,,,,,,
Gridley_2019-04-15_City-Council_Minutes,Gridley,City Council,2019-04-15 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/4-15-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-15_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-15_City-Council_Minutes.txt,,,,,,
Biggs_2019-04-09_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2019-04-09 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/ag-04-09-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-04-09_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-04-09_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-04-09_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2019-04-09 00:00:00,Minutes,https://www.biggs-ca.gov/documents/19-04-09 Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-04-09_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-04-09_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2019-04-01_City-Council_Agenda,Gridley,City Council,2019-04-01 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/4-1-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-01_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-01_City-Council_Agenda.txt,,,,,,
Gridley_2019-04-01_City-Council_Minutes,Gridley,City Council,2019-04-01 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/4-1-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-01_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-04-01_City-Council_Minutes.txt,,,,,,
Gridley_2019-03-18_City-Council_Agenda,Gridley,City Council,2019-03-18 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/3-18-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-18_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-18_City-Council_Agenda.txt,,,,,,
Gridley_2019-03-18_City-Council_Minutes,Gridley,City Council,2019-03-18 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/3-18-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-18_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-18_City-Council_Minutes.txt,,,,,,
Biggs_2019-03-12_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2019-03-12 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/ag-03-12-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-03-12_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-03-12_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-03-12_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2019-03-12 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/min-03-12-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-03-12_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-03-12_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2019-03-04_City-Council_Agenda,Gridley,City Council,2019-03-04 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/3-4-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-04_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-04_City-Council_Agenda.txt,,,,,,
Gridley_2019-03-04_City-Council_Minutes,Gridley,City Council,2019-03-04 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/3-4-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-04_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-03-04_City-Council_Minutes.txt,,,,,,
Gridley_2019-02-19_City-Council_Agenda,Gridley,City Council,2019-02-19 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/Amended_2-19-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-19_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-19_City-Council_Agenda.txt,,,,,,
Gridley_2019-02-19_City-Council_Minutes,Gridley,City Council,2019-02-19 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/2-19-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-19_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-19_City-Council_Minutes.txt,,,,,,
Biggs_2019-02-12_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2019-02-12 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/ag-02-12-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-02-12_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-02-12_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-02-12_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2019-02-12 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/min-02-12-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-02-12_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-02-12_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2019-02-04_City-Council_Agenda,Gridley,City Council,2019-02-04 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/2-4-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-04_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-04_City-Council_Agenda.txt,,,,,,
Gridley_2019-02-04_City-Council_Minutes,Gridley,City Council,2019-02-04 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/2-4-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-04_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-02-04_City-Council_Minutes.txt,,,,,,
Biggs_2019-01-08_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2019-01-08 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/ag-01-08-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-01-08_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-01-08_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2019-01-08_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2019-01-08 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2019-Agendas-Minutes/min-01-08-19.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-01-08_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2019-01-08_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2019-01-07_City-Council_Agenda,Gridley,City Council,2019-01-07 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/1-7-19_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-01-07_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-01-07_City-Council_Agenda.txt,,,,,,
Gridley_2019-01-07_City-Council_Minutes,Gridley,City Council,2019-01-07 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/1-7-19_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-01-07_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2019-01-07_City-Council_Minutes.txt,,,,,,
Gridley_2018-12-28_City-Council_Agenda,Gridley,City Council,2018-12-28 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/12-28-18_agenda2.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-28_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-28_City-Council_Agenda.txt,,,,,,
Gridley_2018-12-28_City-Council_Minutes,Gridley,City Council,2018-12-28 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/12-28-18_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-28_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-28_City-Council_Minutes.txt,,,,,,
Gridley_2018-12-17_City-Council_Agenda,Gridley,City Council,2018-12-17 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/12-17-18_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-17_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-17_City-Council_Agenda.txt,,,,,,
Gridley_2018-12-17_City-Council_Minutes,Gridley,City Council,2018-12-17 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/12-17-18_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-17_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-17_City-Council_Minutes.txt,,,,,,
Biggs_2018-12-11_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2018-12-11 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/ag-12-11-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-12-11_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-12-11_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2018-12-11_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2018-12-11 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/min-12-11-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-12-11_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-12-11_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2018-12-03_City-Council_Agenda,Gridley,City Council,2018-12-03 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/12-3-18_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-03_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-03_City-Council_Agenda.txt,,,,,,
Gridley_2018-12-03_City-Council_Minutes,Gridley,City Council,2018-12-03 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/12-3-18_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-03_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-12-03_City-Council_Minutes.txt,,,,,,
Gridley_2018-11-19_City-Council_Agenda,Gridley,City Council,2018-11-19 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/11-19-18_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-11-19_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-11-19_City-Council_Agenda.txt,,,,,,
Gridley_2018-11-19_City-Council_Minutes,Gridley,City Council,2018-11-19 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/11-19-18_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-11-19_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-11-19_City-Council_Minutes.txt,,,,,,
Biggs_2018-11-13_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2018-11-13 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/ag-11-13-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-11-13_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-11-13_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2018-11-13_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2018-11-13 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/min-11-13-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-11-13_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-11-13_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Gridley_2018-10-23_City-Council_Agenda,Gridley,City Council,2018-10-23 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/10-23-18_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-23_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-23_City-Council_Agenda.txt,,,,,,
Gridley_2018-10-23_City-Council_Minutes,Gridley,City Council,2018-10-23 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/10-23-18_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-23_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-23_City-Council_Minutes.txt,,,,,,
Biggs_2018-10-09_Regular-City-Council-Meeting_Agendas,Biggs,Regular City Council Meeting,2018-10-09 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/ag-10-09-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-09_Regular-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-09_Regular-City-Council-Meeting_Agendas.txt,,,,6:30 pm,,
Biggs_2018-10-09_Regular-City-Council-Meeting_Minutes,Biggs,Regular City Council Meeting,2018-10-09 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/min-10-09-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-09_Regular-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-09_Regular-City-Council-Meeting_Minutes.txt,,,,6:30 pm,,
Biggs_2018-10-01_Special-City-Council-Meeting_Agendas,Biggs,Special City Council Meeting,2018-10-01 00:00:00,Agendas,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/ag-10-01-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-01_Special-City-Council-Meeting_Agendas.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-01_Special-City-Council-Meeting_Agendas.txt,,,,5:00 pm,,
Biggs_2018-10-01_Special-City-Council-Meeting_Minutes,Biggs,Special City Council Meeting,2018-10-01 00:00:00,Minutes,https://www.biggs-ca.gov/documents/Government/Agendas--Minutes/2018--Agendas--Minutes/min-10-01-18.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-01_Special-City-Council-Meeting_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/biggs/Biggs_2018-10-01_Special-City-Council-Meeting_Minutes.txt,,,,5:00 pm,,
Gridley_2018-10-01_City-Council_Agenda,Gridley,City Council,2018-10-01 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/10-1-18_agenda1.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-01_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-01_City-Council_Agenda.txt,,,,,,
Gridley_2018-10-01_City-Council_Minutes,Gridley,City Council,2018-10-01 00:00:00,Minutes,http://gridley.ca.us/public/uploads/pdfs/10-1-18_minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-01_City-Council_Minutes.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-10-01_City-Council_Minutes.txt,,,,,,
Gridley_2018-09-17_City-Council_Agenda,Gridley,City Council,2018-09-17 00:00:00,Agenda,http://gridley.ca.us/public/uploads/pdfs/9-17-18_agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-09-17_City-Council_Agenda.pdf,/Users/chris/Dropbox/projects/autolocal/data/docs/gridley/Gridley_2018-09-17_City-Council_Agenda.txt,,,,,,
